Employee_ID,Survey_Date,Engagement_Score,Manager_Support_Score,Career_Growth_Score,Rewards_Score,Wellbeing_Score,Belonging_Score,eNPS_0_10,Anonymous_Comment
E01267,2026-06-30,62.6,59,69,50,55,87,6,No comment
E01268,2025-06-30,54.3,73,51,44,65,68,4,Compensation could improve
E01268,2026-06-30,80.0,64,62,86,86,88,0,Compensation could improve
E01269,2025-06-30,64.9,85,61,47,54,78,7,Need clearer career path
E01269,2026-06-30,60.5,58,65,70,52,53,9,Workload is high
E01270,2025-06-30,58.0,48,66,52,62,51,1,Strong team culture
E01270,2026-06-30,72.0,48,91,60,82,66,1,Strong team culture
E01271,2025-06-30,56.6,46,57,43,67,87,5,Strong team culture
E01271,2026-06-30,76.6,64,93,66,81,62,0,Need clearer career path
E01272,2025-06-30,68.4,93,46,72,48,83,2,Need more learning opportunities
E01272,2026-06-30,78.2,82,95,90,84,84,4,Need clearer career path
E01273,2025-06-30,78.2,59,93,42,68,84,5,Compensation could improve
E01273,2026-06-30,68.2,85,60,55,87,77,10,Good manager support
E01274,2025-06-30,60.6,45,71,42,67,85,1,Good manager support
E01274,2026-06-30,65.9,92,64,56,43,51,0,Strong team culture
E01275,2025-06-30,76.5,94,64,91,79,74,0,Strong team culture
E01275,2026-06-30,63.4,55,60,83,47,90,9,Compensation could improve
E01276,2025-06-30,77.1,83,77,55,63,86,2,Compensation could improve
E01276,2026-06-30,77.7,91,92,50,76,57,6,Workload is high
E01277,2025-06-30,73.1,87,87,53,73,92,2,Need more learning opportunities
E01277,2026-06-30,68.5,65,68,53,86,51,10,No comment
E01278,2026-06-30,59.3,51,56,86,54,51,7,Workload is high
E01279,2025-06-30,86.6,70,91,88,91,86,9,Happy with flexibility
E01279,2026-06-30,67.9,79,77,38,63,49,5,Strong team culture
E01280,2025-06-30,74.7,92,57,67,57,63,1,No comment
E01280,2026-06-30,69.0,88,80,64,55,77,7,Workload is high
E01281,2025-06-30,56.2,59,65,56,53,50,5,No comment
E01282,2025-06-30,79.2,64,89,83,94,65,8,Need more learning opportunities
E01282,2026-06-30,70.3,95,59,60,53,84,8,Strong team culture
E01283,2025-06-30,63.4,65,86,42,73,66,6,Workload is high
E01283,2026-06-30,65.4,79,52,56,72,70,7,Need more learning opportunities
E01284,2025-06-30,74.0,89,68,75,90,65,0,No comment
E01284,2026-06-30,74.6,92,52,63,69,84,10,Strong team culture
E01285,2026-06-30,72.4,84,69,43,52,94,3,Strong team culture
E01286,2025-06-30,88.4,84,82,91,82,66,6,Good manager support
E01286,2026-06-30,54.4,63,45,51,43,71,7,Strong team culture
E01287,2025-06-30,65.9,79,63,74,69,55,10,Happy with flexibility
E01287,2026-06-30,58.6,93,67,55,45,51,4,Good manager support
E01288,2025-06-30,50.3,56,49,43,74,70,9,Need more learning opportunities
E01288,2026-06-30,66.3,73,45,85,62,86,8,Compensation could improve
E01289,2026-06-30,66.3,57,87,63,53,57,2,Strong team culture
E01290,2025-06-30,70.5,59,56,79,50,87,0,Need more learning opportunities
E01290,2026-06-30,76.4,88,73,89,67,72,2,Happy with flexibility
E01291,2025-06-30,63.6,64,83,54,69,56,2,Need more learning opportunities
E01291,2026-06-30,66.5,56,44,67,66,85,5,No comment
E01292,2025-06-30,63.5,65,47,86,74,70,10,Strong team culture
E01292,2026-06-30,62.3,62,72,43,52,75,10,No comment
E01293,2025-06-30,72.9,77,72,83,67,53,2,No comment
E01293,2026-06-30,80.3,85,68,92,74,80,0,Happy with flexibility
E01294,2025-06-30,82.1,82,77,54,95,90,3,Strong team culture
E01294,2026-06-30,65.2,63,95,39,55,74,4,Need more learning opportunities
E01296,2025-06-30,69.9,94,64,55,58,93,7,Compensation could improve
E01296,2026-06-30,73.1,93,72,67,78,54,3,Compensation could improve
E01297,2025-06-30,77.0,66,84,83,50,93,6,Need clearer career path
E01297,2026-06-30,65.0,90,59,39,70,86,3,Compensation could improve
E01298,2025-06-30,61.0,62,65,88,52,62,7,Strong team culture
E01298,2026-06-30,63.8,92,57,49,73,55,4,Good manager support
E01299,2025-06-30,58.9,50,69,66,83,68,4,Happy with flexibility
E01299,2026-06-30,76.5,91,53,59,95,96,10,Happy with flexibility
E01300,2025-06-30,69.4,82,81,92,45,54,6,No comment
E01300,2026-06-30,74.6,85,77,46,95,84,7,No comment
E01301,2025-06-30,60.3,95,41,51,71,72,1,Workload is high
E01301,2026-06-30,81.1,94,51,82,73,86,5,Good manager support
E01302,2025-06-30,59.7,54,48,49,45,79,8,Workload is high
E01302,2026-06-30,58.2,92,53,38,61,53,4,No comment
E01303,2025-06-30,72.7,79,64,83,83,58,2,Need more learning opportunities
E01303,2026-06-30,71.3,87,69,56,64,98,9,Need clearer career path
E01304,2025-06-30,60.8,73,63,43,49,69,8,No comment
E01304,2026-06-30,77.5,67,44,88,90,92,1,Need clearer career path
E01305,2026-06-30,65.5,82,85,51,82,51,9,Workload is high
E01306,2025-06-30,71.1,62,48,81,81,64,8,Strong team culture
E01307,2025-06-30,73.3,88,46,76,77,73,7,Workload is high
E01307,2026-06-30,66.1,66,95,54,63,68,9,No comment
E01308,2025-06-30,62.8,88,46,49,51,89,9,Strong team culture
E01308,2026-06-30,55.3,78,42,78,42,56,3,Need clearer career path
E01309,2025-06-30,64.5,83,78,47,70,52,7,Need clearer career path
E01309,2026-06-30,67.6,83,44,79,61,45,3,Happy with flexibility
E01311,2025-06-30,66.6,56,88,69,42,80,7,Happy with flexibility
E01311,2026-06-30,68.4,55,95,51,61,87,3,Happy with flexibility
E01313,2025-06-30,50.2,50,48,44,77,66,10,Workload is high
E01313,2026-06-30,65.3,55,46,89,61,86,8,No comment
E01314,2026-06-30,58.6,51,59,42,72,54,1,Workload is high
E01315,2025-06-30,70.5,90,70,43,72,70,6,Need clearer career path
E01316,2025-06-30,76.5,93,70,41,85,80,10,Workload is high
E01316,2026-06-30,79.0,63,68,90,91,84,0,Need clearer career path
E01317,2025-06-30,78.8,67,88,71,55,77,10,Happy with flexibility
E01317,2026-06-30,61.7,70,88,42,47,67,5,Good manager support
E01318,2025-06-30,81.2,51,75,81,90,92,8,Need clearer career path
E01318,2026-06-30,78.1,78,80,69,86,97,8,Happy with flexibility
E01319,2025-06-30,65.1,86,40,83,79,56,5,Happy with flexibility
E01319,2026-06-30,68.7,66,51,82,81,48,0,Strong team culture
E01320,2025-06-30,52.7,82,46,50,47,62,10,Compensation could improve
E01320,2026-06-30,79.4,86,85,75,83,45,0,Strong team culture
E01323,2025-06-30,71.2,91,57,45,95,52,7,Strong team culture
E01323,2026-06-30,71.4,79,57,92,74,62,7,Workload is high
E01324,2025-06-30,72.6,83,50,86,70,76,8,Strong team culture
E01324,2026-06-30,71.3,91,77,79,69,65,7,Need clearer career path
E01325,2025-06-30,59.3,54,51,39,72,88,3,Strong team culture
E01326,2025-06-30,64.3,82,41,68,61,86,0,Need clearer career path
E01326,2026-06-30,68.7,84,59,89,82,61,5,Happy with flexibility
E01327,2025-06-30,84.5,90,84,85,76,92,4,No comment
E01327,2026-06-30,70.9,77,47,66,93,76,7,Workload is high
E01328,2025-06-30,69.4,63,76,91,44,68,2,Good manager support
E01328,2026-06-30,74.2,73,87,78,76,57,1,Good manager support
E01329,2025-06-30,71.5,89,54,89,55,97,2,Compensation could improve
E01329,2026-06-30,56.1,56,47,38,73,62,7,Need clearer career path
E01330,2025-06-30,59.6,66,44,89,66,63,5,Compensation could improve
E01330,2026-06-30,63.2,76,74,50,51,79,5,Compensation could improve
E01331,2025-06-30,59.1,86,55,62,45,84,10,Good manager support
E01331,2026-06-30,79.6,91,70,86,70,90,9,Strong team culture
E01332,2025-06-30,60.4,66,64,45,69,81,2,Happy with flexibility
E01332,2026-06-30,75.9,84,65,56,84,86,6,Good manager support
E01333,2025-06-30,65.7,85,42,75,59,60,2,Workload is high
E01333,2026-06-30,72.5,65,64,70,84,55,8,Workload is high
E01334,2025-06-30,67.1,74,41,47,96,93,8,Need more learning opportunities
E01334,2026-06-30,73.0,74,70,57,93,76,10,Workload is high
E01335,2025-06-30,66.7,92,53,76,86,47,4,Good manager support
E01335,2026-06-30,68.4,94,71,47,57,72,2,Strong team culture
E01336,2025-06-30,61.3,84,58,43,56,66,3,Need more learning opportunities
E01336,2026-06-30,70.2,94,75,53,63,94,1,Happy with flexibility
E01337,2025-06-30,66.8,59,63,56,72,75,6,Need clearer career path
E01337,2026-06-30,59.6,50,60,78,50,60,10,Compensation could improve
E01338,2025-06-30,70.8,70,45,81,90,67,5,Strong team culture
E01338,2026-06-30,69.8,64,59,56,56,58,6,Strong team culture
E01339,2025-06-30,78.1,94,69,77,75,75,10,Strong team culture
E01339,2026-06-30,65.8,67,70,69,58,48,5,Compensation could improve
E01340,2025-06-30,73.4,48,90,88,96,79,8,Compensation could improve
E01340,2026-06-30,80.0,57,86,88,55,62,2,Strong team culture
E01341,2025-06-30,75.2,55,81,85,94,55,6,No comment
E01341,2026-06-30,62.2,67,73,39,83,50,10,Strong team culture
E01342,2025-06-30,89.4,81,82,74,91,92,5,Strong team culture
E01342,2026-06-30,75.9,66,76,41,96,98,8,Need more learning opportunities
E01343,2025-06-30,50.6,64,64,48,42,49,5,Compensation could improve
E01343,2026-06-30,68.5,68,75,48,44,97,3,Need more learning opportunities
E01344,2025-06-30,54.0,92,69,61,51,65,8,Need clearer career path
E01344,2026-06-30,80.6,53,55,53,93,92,3,No comment
E01345,2025-06-30,70.6,90,59,62,74,85,3,Need more learning opportunities
E01345,2026-06-30,74.2,70,79,79,73,64,0,Need more learning opportunities
E01346,2026-06-30,84.8,75,86,89,48,98,6,Compensation could improve
E01347,2025-06-30,62.7,71,72,61,58,77,3,Need more learning opportunities
E01347,2026-06-30,71.1,89,67,63,71,63,1,Workload is high
E01348,2025-06-30,62.1,68,64,86,52,52,3,Happy with flexibility
E01348,2026-06-30,67.7,54,45,52,59,95,9,Need clearer career path
E01351,2025-06-30,69.3,80,57,58,52,73,10,Compensation could improve
E01351,2026-06-30,70.9,78,87,45,77,68,9,Need clearer career path
E01352,2025-06-30,68.5,90,83,41,53,86,8,No comment
E01352,2026-06-30,69.6,46,61,64,95,62,10,Compensation could improve
E01353,2025-06-30,61.3,49,67,42,47,88,6,Happy with flexibility
E01353,2026-06-30,68.8,73,58,71,87,62,1,Need clearer career path
E01354,2025-06-30,63.8,72,40,56,67,73,4,Need more learning opportunities
E01354,2026-06-30,69.3,64,82,73,71,78,4,Good manager support
E01356,2025-06-30,68.9,54,63,91,75,61,6,No comment
E01356,2026-06-30,68.2,77,77,45,69,87,0,Workload is high
E01357,2025-06-30,74.0,80,59,64,67,90,2,Good manager support
E01357,2026-06-30,68.4,75,50,83,64,58,4,Need more learning opportunities
E01358,2025-06-30,72.3,64,81,87,42,69,4,No comment
E01358,2026-06-30,70.5,84,90,61,68,97,6,Need more learning opportunities
E01362,2025-06-30,83.8,73,94,90,80,80,4,No comment
E01362,2026-06-30,69.4,60,95,39,86,72,3,Happy with flexibility
E01363,2025-06-30,50.9,53,40,67,73,60,8,Need clearer career path
E01363,2026-06-30,67.0,54,87,76,76,55,1,Workload is high
E01366,2025-06-30,59.5,51,69,74,45,61,8,Need clearer career path
E01366,2026-06-30,70.7,90,64,51,55,68,9,Need more learning opportunities
E01367,2025-06-30,69.4,51,72,41,55,98,5,Happy with flexibility
E01367,2026-06-30,59.6,80,68,77,41,45,3,Good manager support
E01368,2025-06-30,80.9,92,92,62,93,46,9,Happy with flexibility
E01368,2026-06-30,83.8,86,85,76,67,74,0,Strong team culture
E01369,2025-06-30,46.2,46,44,39,65,56,6,Strong team culture
E01369,2026-06-30,63.3,52,73,43,83,63,3,No comment
E01370,2025-06-30,70.4,45,58,89,51,87,8,Workload is high
E01370,2026-06-30,69.3,47,94,50,60,92,4,Strong team culture
E01371,2025-06-30,62.3,78,45,38,57,87,10,No comment
E01371,2026-06-30,70.0,76,45,64,90,82,2,Happy with flexibility
E01372,2025-06-30,64.1,55,70,91,53,45,3,Happy with flexibility
E01372,2026-06-30,63.6,50,69,91,59,67,5,Happy with flexibility
E01373,2025-06-30,50.7,73,43,38,65,48,0,Compensation could improve
E01373,2026-06-30,70.7,66,81,57,48,60,10,Strong team culture
E01374,2025-06-30,57.2,81,53,47,63,59,4,Strong team culture
E01374,2026-06-30,92.1,88,86,51,95,94,5,Need more learning opportunities
E01376,2026-06-30,70.1,62,90,69,57,51,3,Strong team culture
E01377,2025-06-30,55.3,48,51,46,44,73,4,Good manager support
E01377,2026-06-30,59.3,58,58,40,84,52,6,Workload is high
E01378,2025-06-30,64.1,53,88,78,49,56,0,Need clearer career path
E01378,2026-06-30,65.5,57,71,85,66,53,3,Need more learning opportunities
E01379,2025-06-30,55.7,54,60,62,47,69,3,Compensation could improve
E01379,2026-06-30,72.7,63,88,70,61,71,0,Need clearer career path
E01380,2026-06-30,66.1,53,64,69,76,67,9,Workload is high
E01381,2025-06-30,84.1,95,95,76,61,97,8,Happy with flexibility
E01382,2025-06-30,59.7,65,52,42,60,84,9,Strong team culture
E01382,2026-06-30,60.1,52,69,63,41,77,5,Need clearer career path
E01383,2025-06-30,76.1,93,69,52,83,79,8,Compensation could improve
E01383,2026-06-30,63.0,93,50,76,45,62,3,Need clearer career path
E01384,2025-06-30,69.6,88,73,38,92,58,9,No comment
E01384,2026-06-30,68.0,69,52,46,50,87,8,Workload is high
E01385,2025-06-30,64.7,66,69,54,56,92,4,Compensation could improve
E01385,2026-06-30,76.7,64,94,56,80,98,8,Need more learning opportunities
E01386,2025-06-30,64.4,87,57,58,49,86,5,Workload is high
E01386,2026-06-30,59.0,64,87,52,67,59,8,Need clearer career path
E01388,2026-06-30,59.1,56,52,83,61,49,1,Need clearer career path
E01389,2026-06-30,63.7,77,66,68,47,75,6,Compensation could improve
E01390,2025-06-30,72.8,57,87,54,79,88,7,Compensation could improve
E01390,2026-06-30,77.4,93,86,69,89,75,3,Need clearer career path
E01392,2025-06-30,60.2,80,51,50,44,48,0,Need more learning opportunities
E01392,2026-06-30,74.6,57,79,53,67,96,0,Need more learning opportunities
E01393,2025-06-30,72.7,81,92,88,75,49,3,Strong team culture
E01393,2026-06-30,65.4,50,42,71,42,87,7,Need more learning opportunities
E01394,2026-06-30,79.6,74,80,59,74,98,9,Happy with flexibility
E01395,2025-06-30,67.1,86,73,85,40,53,8,Happy with flexibility
E01395,2026-06-30,64.6,81,57,46,59,82,9,Strong team culture
E01396,2026-06-30,71.8,68,84,41,86,81,0,Strong team culture
E01397,2025-06-30,60.8,89,72,41,74,66,2,Need clearer career path
E01397,2026-06-30,69.6,45,67,58,76,91,6,No comment
E01398,2025-06-30,77.9,76,61,71,90,72,8,Good manager support
E01398,2026-06-30,75.5,74,69,77,72,70,0,Need more learning opportunities
E01399,2025-06-30,74.1,76,49,78,53,90,5,Compensation could improve
E01399,2026-06-30,62.8,46,87,74,66,50,2,No comment
E01401,2025-06-30,69.5,69,77,69,75,93,8,Need more learning opportunities
E01401,2026-06-30,71.9,92,69,54,86,58,9,Happy with flexibility
E01402,2025-06-30,83.2,94,88,56,96,81,2,Need clearer career path
E01402,2026-06-30,55.9,66,71,48,80,48,7,Strong team culture
E01403,2025-06-30,81.2,88,67,80,81,82,8,No comment
E01403,2026-06-30,65.4,67,77,50,71,48,5,Need more learning opportunities
E01404,2025-06-30,63.7,74,42,80,83,61,4,Compensation could improve
E01404,2026-06-30,62.3,93,53,57,41,74,2,No comment
E01405,2025-06-30,76.3,47,72,89,73,95,10,Happy with flexibility
E01405,2026-06-30,61.7,69,89,50,43,63,10,Workload is high
E01406,2025-06-30,70.0,69,52,63,74,83,2,Good manager support
E01406,2026-06-30,66.5,61,84,49,84,56,10,Happy with flexibility
E01407,2025-06-30,74.1,87,82,49,93,76,9,Happy with flexibility
E01407,2026-06-30,69.1,65,56,65,94,87,7,Need clearer career path
E01408,2025-06-30,66.7,60,59,88,45,76,10,Workload is high
E01408,2026-06-30,70.5,57,85,86,46,50,3,Need clearer career path
E01409,2026-06-30,68.7,52,83,88,57,90,0,Compensation could improve
E01410,2026-06-30,63.9,95,71,86,44,69,9,Strong team culture
E01411,2025-06-30,67.5,63,86,61,52,67,1,Workload is high
E01411,2026-06-30,62.8,61,49,83,41,88,5,Workload is high
E01413,2025-06-30,61.2,47,43,75,65,82,7,Compensation could improve
E01413,2026-06-30,69.0,91,77,56,50,98,3,Strong team culture
E01414,2025-06-30,70.6,81,61,76,59,75,3,Need more learning opportunities
E01414,2026-06-30,67.7,47,78,45,80,97,1,Need more learning opportunities
E01415,2026-06-30,72.4,89,72,81,81,57,2,Strong team culture
E01416,2025-06-30,77.4,51,70,72,95,94,1,Need clearer career path
E01416,2026-06-30,73.3,50,82,66,81,92,8,Workload is high
E01417,2025-06-30,59.7,59,56,60,65,77,2,Need clearer career path
E01417,2026-06-30,78.0,82,75,82,40,96,4,Compensation could improve
E01418,2025-06-30,63.1,69,79,44,43,62,1,No comment
E01418,2026-06-30,74.7,94,48,84,85,66,4,Workload is high
E01419,2026-06-30,60.5,46,54,87,46,48,9,Need more learning opportunities
E01420,2025-06-30,49.1,72,45,45,63,51,8,Strong team culture
E01420,2026-06-30,79.9,58,70,83,73,88,4,Workload is high
E01421,2026-06-30,79.1,92,64,87,49,66,7,Need clearer career path
E01422,2025-06-30,56.4,62,59,62,50,49,5,No comment
E01422,2026-06-30,54.4,58,64,45,46,48,0,Need more learning opportunities
E01423,2025-06-30,56.0,95,66,42,43,51,2,Workload is high
E01423,2026-06-30,65.1,53,42,66,93,56,1,Good manager support
E01424,2025-06-30,64.1,48,50,41,79,81,5,No comment
E01424,2026-06-30,59.6,75,51,71,42,65,8,Happy with flexibility
E01425,2025-06-30,89.1,88,86,91,92,56,8,Happy with flexibility
E01426,2025-06-30,55.5,46,41,64,59,71,1,Strong team culture
E01426,2026-06-30,65.2,57,80,66,77,60,7,Good manager support
E01427,2025-06-30,71.3,72,49,71,66,70,6,Need more learning opportunities
E01427,2026-06-30,80.8,94,93,65,84,86,5,Strong team culture
E01428,2025-06-30,55.9,78,65,44,60,49,6,Happy with flexibility
E01428,2026-06-30,73.2,81,63,85,69,81,3,No comment
E01429,2026-06-30,85.8,83,65,85,90,93,2,Workload is high
E01431,2026-06-30,78.0,68,95,77,66,87,6,Workload is high
E01432,2025-06-30,67.1,60,79,82,47,61,10,Need more learning opportunities
E01432,2026-06-30,51.1,48,66,52,43,79,9,Good manager support
E01433,2025-06-30,75.2,87,93,58,69,68,4,Need clearer career path
E01433,2026-06-30,75.0,94,62,81,93,81,2,Need more learning opportunities
E01434,2025-06-30,75.3,93,69,47,65,85,6,No comment
E01434,2026-06-30,75.0,71,69,71,86,67,5,Need clearer career path
E01435,2025-06-30,80.3,71,76,89,86,87,7,Need more learning opportunities
E01435,2026-06-30,56.3,55,45,57,56,67,2,Strong team culture
E01436,2025-06-30,88.8,74,87,70,81,87,5,Good manager support
E01436,2026-06-30,81.3,82,83,75,58,86,1,Need clearer career path
E01437,2026-06-30,76.6,91,90,72,60,73,3,Workload is high
E01438,2025-06-30,65.2,59,47,38,85,98,6,Workload is high
E01438,2026-06-30,63.9,81,48,74,55,50,3,Workload is high
E01439,2025-06-30,59.8,63,42,57,84,59,8,Need clearer career path
E01439,2026-06-30,79.3,83,67,86,65,83,1,Workload is high
E01440,2025-06-30,69.8,72,46,45,76,90,10,Happy with flexibility
E01440,2026-06-30,61.4,51,43,77,84,60,5,Happy with flexibility
E01441,2025-06-30,69.5,71,52,65,86,71,0,No comment
E01441,2026-06-30,60.1,76,55,44,65,49,8,Workload is high
E01442,2026-06-30,64.5,47,76,78,43,61,3,Happy with flexibility
E01443,2025-06-30,60.0,45,46,81,63,78,7,Strong team culture
E01443,2026-06-30,71.3,83,73,38,75,81,10,Workload is high
E01444,2025-06-30,56.7,63,43,43,56,76,6,Good manager support
E01444,2026-06-30,72.0,63,70,67,52,79,4,Strong team culture
E01445,2025-06-30,66.7,81,79,73,72,55,8,Good manager support
E01445,2026-06-30,76.1,54,77,84,85,85,7,Need clearer career path
E01446,2025-06-30,67.5,75,84,68,42,76,3,Good manager support
E01447,2025-06-30,75.5,92,73,69,67,85,1,No comment
E01447,2026-06-30,58.9,76,47,45,67,45,9,Workload is high
E01448,2025-06-30,64.5,88,51,90,61,90,4,Compensation could improve
E01448,2026-06-30,65.1,95,48,39,94,46,4,Workload is high
E01449,2025-06-30,74.5,77,79,85,49,73,7,Compensation could improve
E01449,2026-06-30,58.4,46,76,42,67,72,9,Compensation could improve
E01450,2025-06-30,72.8,89,52,41,80,81,10,Happy with flexibility
E01450,2026-06-30,47.1,70,57,39,52,75,10,Good manager support
E01452,2025-06-30,69.5,73,49,83,67,94,8,Good manager support
E01452,2026-06-30,75.7,92,63,50,89,87,3,Need more learning opportunities
E01453,2025-06-30,68.7,63,76,45,49,84,9,Workload is high
E01453,2026-06-30,80.9,86,95,65,75,54,6,Compensation could improve
E01455,2025-06-30,76.7,83,83,80,91,48,0,Strong team culture
E01455,2026-06-30,60.2,46,88,38,47,79,5,Need more learning opportunities
E01456,2025-06-30,71.5,51,50,79,78,89,10,Need clearer career path
E01456,2026-06-30,74.5,82,80,74,61,73,0,Good manager support
E01457,2025-06-30,68.7,94,67,61,83,70,2,Happy with flexibility
E01457,2026-06-30,67.4,67,85,47,52,92,7,No comment
E01458,2025-06-30,70.5,92,67,75,48,65,8,Good manager support
E01458,2026-06-30,75.5,74,45,84,92,60,10,Need clearer career path
E01459,2025-06-30,76.3,84,53,88,88,69,6,No comment
E01459,2026-06-30,68.4,62,79,51,78,66,3,No comment
E01460,2025-06-30,62.2,88,57,46,60,47,4,Compensation could improve
E01460,2026-06-30,60.3,57,64,43,91,81,0,Good manager support
E01461,2025-06-30,66.2,46,51,87,51,88,1,Good manager support
E01461,2026-06-30,73.9,88,83,65,75,49,0,No comment
E01463,2025-06-30,78.2,74,94,84,64,90,9,Need clearer career path
E01463,2026-06-30,71.8,95,95,56,40,53,8,Compensation could improve
E01464,2025-06-30,67.7,80,46,79,89,48,10,Good manager support
E01464,2026-06-30,67.0,69,55,90,53,57,10,Happy with flexibility
E01465,2025-06-30,63.0,68,42,88,52,53,3,Happy with flexibility
E01465,2026-06-30,67.5,75,55,39,82,88,7,Happy with flexibility
E01466,2025-06-30,59.3,84,46,39,90,56,0,Strong team culture
E01466,2026-06-30,63.6,82,55,43,44,89,9,Need clearer career path
E01467,2025-06-30,74.7,76,50,56,79,98,2,Workload is high
E01467,2026-06-30,61.3,53,47,60,40,75,9,Strong team culture
E01468,2025-06-30,69.3,73,47,56,72,91,8,Need clearer career path
E01468,2026-06-30,60.1,82,47,46,65,72,7,No comment
E01469,2025-06-30,61.3,59,41,44,82,64,3,Workload is high
E01469,2026-06-30,80.6,86,85,82,53,86,5,Strong team culture
E01470,2025-06-30,80.1,83,47,80,87,93,3,Compensation could improve
E01470,2026-06-30,62.2,66,84,39,40,95,7,Workload is high
E01471,2025-06-30,70.7,79,52,61,51,85,8,Strong team culture
E01471,2026-06-30,75.4,78,74,87,44,80,7,Happy with flexibility
E01472,2025-06-30,73.1,71,82,43,84,94,3,Compensation could improve
E01472,2026-06-30,79.3,91,90,49,50,94,6,Need clearer career path
E01473,2025-06-30,71.3,85,48,59,91,69,6,No comment
E01473,2026-06-30,56.9,76,46,62,51,46,8,Need more learning opportunities
E01474,2025-06-30,64.8,93,68,46,59,91,1,Need more learning opportunities
E01474,2026-06-30,66.2,52,58,65,92,93,0,No comment
E01475,2025-06-30,86.0,69,92,77,57,94,1,Strong team culture
E01475,2026-06-30,61.1,71,62,45,58,79,0,Need more learning opportunities
E01476,2025-06-30,64.1,62,55,87,66,76,9,Workload is high
E01476,2026-06-30,71.4,49,86,75,83,78,1,Need clearer career path
E01477,2025-06-30,48.0,46,55,48,68,53,5,Happy with flexibility
E01477,2026-06-30,71.1,74,46,68,55,87,3,No comment
E01479,2025-06-30,66.6,79,84,59,79,65,0,Need clearer career path
E01479,2026-06-30,69.5,84,60,56,58,64,4,Need clearer career path
E01480,2025-06-30,77.9,93,57,89,65,95,8,Happy with flexibility
E01480,2026-06-30,59.9,67,54,83,41,77,4,Compensation could improve
E01481,2025-06-30,76.5,68,56,44,82,98,6,Need more learning opportunities
E01481,2026-06-30,61.1,50,65,39,88,90,8,Need more learning opportunities
E01482,2025-06-30,78.1,92,91,92,74,82,7,Workload is high
E01483,2025-06-30,64.8,61,55,61,67,58,2,No comment
E01484,2026-06-30,67.0,59,51,70,78,93,1,Happy with flexibility
E01485,2025-06-30,69.2,78,72,73,59,60,10,No comment
E01485,2026-06-30,59.7,53,84,38,56,75,7,Compensation could improve
E01487,2025-06-30,64.7,65,55,40,67,84,3,No comment
E01487,2026-06-30,61.7,81,43,65,71,54,9,Strong team culture
E01488,2026-06-30,58.6,61,79,43,45,60,9,Need more learning opportunities
E01489,2025-06-30,68.2,94,45,63,58,88,2,No comment
E01489,2026-06-30,67.0,53,75,71,65,73,8,Good manager support
E01490,2025-06-30,68.0,82,69,82,77,45,4,Need more learning opportunities
E01490,2026-06-30,78.8,87,66,68,90,81,10,Strong team culture
E01491,2025-06-30,59.8,45,75,49,49,72,3,Need clearer career path
E01491,2026-06-30,66.2,92,54,46,90,54,1,Good manager support
E01492,2026-06-30,65.0,49,55,46,85,87,9,No comment
E01493,2025-06-30,51.7,46,59,48,66,45,0,Need more learning opportunities
E01493,2026-06-30,70.7,74,83,64,50,95,10,Strong team culture
E01494,2025-06-30,74.4,84,83,47,67,50,7,Workload is high
E01494,2026-06-30,72.5,89,86,57,95,46,4,Compensation could improve
E01496,2025-06-30,65.6,46,40,65,91,82,10,Happy with flexibility
E01496,2026-06-30,71.3,85,46,85,52,74,7,Need more learning opportunities
E01497,2025-06-30,61.0,70,48,54,43,53,2,Workload is high
E01497,2026-06-30,68.1,77,55,65,53,92,0,Compensation could improve
E01498,2025-06-30,61.1,73,41,76,45,49,5,Need clearer career path
E01498,2026-06-30,72.4,78,82,62,95,71,8,No comment
E01499,2025-06-30,58.3,52,83,45,79,53,2,No comment
E01499,2026-06-30,69.1,50,40,83,96,76,6,Need clearer career path
E01500,2026-06-30,70.0,82,45,79,79,62,8,Compensation could improve
E01502,2025-06-30,71.5,79,65,55,90,86,1,Happy with flexibility
E01502,2026-06-30,85.0,94,64,92,60,83,9,Workload is high
E01503,2025-06-30,83.9,90,92,63,93,74,2,Workload is high
E01503,2026-06-30,64.6,78,49,66,78,71,5,No comment
E01505,2025-06-30,69.0,61,56,66,69,98,8,Need clearer career path
E01505,2026-06-30,75.1,82,71,56,63,86,10,Good manager support
E01506,2026-06-30,41.4,47,55,39,42,47,5,Need more learning opportunities
E01507,2025-06-30,77.4,92,81,43,86,97,7,Need more learning opportunities
E01507,2026-06-30,58.7,45,82,47,50,76,5,Workload is high
E01508,2025-06-30,70.8,63,46,86,80,74,0,Good manager support
E01508,2026-06-30,72.7,73,81,48,85,89,2,Strong team culture
E01510,2026-06-30,62.2,53,70,78,51,74,7,Happy with flexibility
E01512,2026-06-30,54.7,45,40,54,71,86,6,Good manager support
E01513,2025-06-30,56.7,56,80,70,55,48,7,Happy with flexibility
E01514,2025-06-30,85.1,60,92,82,85,89,7,Need more learning opportunities
E01514,2026-06-30,65.8,56,48,87,46,74,0,Need more learning opportunities
E01515,2025-06-30,57.2,47,94,46,56,57,6,Good manager support
E01515,2026-06-30,61.7,45,69,79,90,47,4,Need more learning opportunities
E01516,2025-06-30,84.4,93,90,44,93,88,1,Need clearer career path
E01516,2026-06-30,76.1,47,89,90,77,78,4,Good manager support
E01517,2025-06-30,66.5,69,94,57,78,67,9,Workload is high
E01517,2026-06-30,80.2,71,91,81,84,89,5,No comment
E01518,2025-06-30,60.7,60,54,59,61,66,4,Need more learning opportunities
