Employee_ID,Exit_Date,Voluntary_Flag,Primary_Exit_Reason,Exit_Interview_Satisfaction_1_5,Manager_Relationship_1_5,Would_Rejoin,Regrettable_Attrition,Destination
E02537,2024-08-24,No,Restructuring,4,3,Yes,Yes,Career Break
E02547,2026-02-27,No,Performance,1,3,No,No,Unknown
E02551,2019-02-15,No,Restructuring,2,1,Yes,No,Competitor
E02553,2025-09-29,Yes,Relocation,5,4,No,No,Career Break
E02554,2024-02-11,Yes,Career Growth,3,1,Yes,Yes,Higher Education
E02558,2024-09-24,Yes,Work-Life Balance,4,4,No,Yes,Career Break
E02561,2021-11-24,Yes,Relocation,3,5,No,No,Higher Education
E02565,2025-10-09,No,Performance,4,5,Yes,Yes,Higher Education
E02582,2024-01-14,Yes,Relocation,1,4,Yes,No,Higher Education
E02583,2026-07-15,No,Contract End,2,5,Yes,No,Unknown
E02586,2020-10-11,No,Contract End,4,2,No,No,Higher Education
E02618,2019-08-09,Yes,Better Opportunity,1,4,Yes,No,Competitor
E02630,2017-10-07,Yes,Relocation,5,4,Yes,No,Unknown
E02631,2021-01-25,Yes,Compensation,5,2,No,Yes,Unknown
E02642,2026-05-31,Yes,Relocation,4,4,Yes,No,Unknown
E02645,2022-08-25,Yes,Career Growth,2,5,Yes,Yes,Higher Education
E02651,2026-05-28,Yes,Career Growth,4,2,Yes,No,Unknown
E02654,2026-07-15,Yes,Compensation,3,3,Yes,No,Startup
E02655,2024-09-27,Yes,Better Opportunity,5,5,Yes,No,Career Break
E02656,2026-03-16,Yes,Work-Life Balance,5,5,Yes,No,Startup
E02666,2026-06-19,Yes,Work-Life Balance,5,2,Yes,Yes,Unknown
E02672,2025-02-06,No,Contract End,5,4,No,Yes,Competitor
E02685,2025-10-04,Yes,Work-Life Balance,5,4,Yes,Yes,Unknown
E02688,2024-11-16,Yes,Better Opportunity,4,5,Yes,Yes,Unknown
E02695,2022-10-08,Yes,Career Growth,2,5,Yes,No,Higher Education
E02699,2025-10-01,No,Performance,5,2,No,No,Competitor
E02706,2025-07-14,Yes,Better Opportunity,4,1,Yes,No,Startup
E02710,2020-09-22,No,Policy Violation,5,5,No,No,Unknown
E02714,2025-11-26,Yes,Manager,2,1,Yes,Yes,Competitor
E02716,2025-12-08,Yes,Compensation,5,3,Yes,No,Competitor
E02723,2026-08-11,Yes,Relocation,2,1,No,Yes,Unknown
E02731,2023-08-22,No,Performance,2,2,No,Yes,Competitor
E02750,2021-12-14,Yes,Career Growth,5,4,No,Yes,Unknown
E02759,2024-04-11,Yes,Work-Life Balance,4,1,No,Yes,Unknown
E02762,2025-10-01,Yes,Career Growth,1,1,No,No,Career Break
E02768,2021-04-05,Yes,Compensation,1,2,No,No,Competitor
E02776,2024-12-16,No,Contract End,1,1,Yes,Yes,Startup
E02781,2023-09-03,Yes,Work-Life Balance,2,1,Yes,Yes,Higher Education
E02790,2024-07-25,Yes,Compensation,3,2,Yes,No,Unknown
E02797,2026-02-08,Yes,Work-Life Balance,2,4,Yes,No,Startup
E02798,2024-05-05,Yes,Career Growth,3,3,No,Yes,Unknown
E02804,2025-11-30,No,Policy Violation,1,4,Yes,Yes,Unknown
E02810,2019-08-11,Yes,Better Opportunity,2,3,No,Yes,Startup
E02812,2024-12-25,Yes,Better Opportunity,1,4,Yes,Yes,Career Break
E02820,2025-08-15,Yes,Manager,4,5,No,No,Unknown
E02843,2026-08-12,No,Performance,4,5,No,Yes,Startup
E02844,2025-01-30,No,Policy Violation,5,2,Yes,No,Competitor
E02846,2023-11-06,No,Policy Violation,3,3,No,Yes,Unknown
E02858,2017-08-12,No,Contract End,2,1,No,Yes,Higher Education
E02867,2022-12-17,Yes,Career Growth,5,3,Yes,No,Competitor
E02880,2021-03-10,Yes,Relocation,3,5,No,No,Unknown
E02888,2025-02-14,Yes,Compensation,3,5,No,No,Higher Education
E02891,2020-12-01,No,Performance,1,3,No,Yes,Competitor
E02898,2026-04-18,Yes,Compensation,5,4,No,No,Competitor
E02909,2024-09-29,Yes,Manager,4,4,Yes,Yes,Startup
E02918,2022-08-16,Yes,Better Opportunity,2,3,No,No,Competitor
E02919,2020-08-06,Yes,Manager,1,3,Yes,No,Career Break
E02927,2024-07-27,No,Restructuring,4,5,Yes,Yes,Unknown
E02960,2024-07-16,Yes,Work-Life Balance,3,5,Yes,No,Competitor
E02961,2021-03-18,Yes,Manager,4,3,Yes,No,Higher Education
E02967,2026-01-16,No,Contract End,1,3,Yes,No,Higher Education
E02969,2024-03-02,Yes,Relocation,2,5,Yes,No,Unknown
E02971,2021-12-04,Yes,Manager,4,3,Yes,Yes,Higher Education
E02972,2025-01-17,Yes,Work-Life Balance,3,5,No,Yes,Competitor
E02980,2022-08-21,Yes,Better Opportunity,2,2,No,No,Startup
E02982,2024-11-05,No,Policy Violation,3,4,No,No,Startup
E02986,2019-08-24,No,Restructuring,1,3,No,No,Competitor
E02990,2024-04-12,Yes,Career Growth,4,4,No,Yes,Startup
E02991,2023-12-16,Yes,Relocation,2,5,No,No,Unknown
E03011,2025-03-06,Yes,Work-Life Balance,3,2,No,Yes,Higher Education
E03013,2025-05-04,Yes,Compensation,1,3,Yes,No,Career Break
E03016,2026-08-27,Yes,Compensation,2,1,No,Yes,Unknown
E03022,2020-03-26,Yes,Manager,3,5,No,Yes,Startup
E03032,2022-06-12,Yes,Manager,3,4,No,No,Career Break
E03037,2020-09-02,No,Performance,5,2,No,No,Competitor
E03041,2020-11-04,Yes,Better Opportunity,3,4,Yes,No,Career Break
E03045,2024-03-30,No,Restructuring,2,5,No,Yes,Startup
E03047,2022-04-07,No,Restructuring,5,4,No,Yes,Unknown
E03049,2024-04-21,Yes,Manager,1,1,No,Yes,Career Break
E03052,2026-07-29,Yes,Relocation,5,4,Yes,No,Startup
E03081,2026-05-30,Yes,Better Opportunity,3,3,Yes,Yes,Career Break
E03085,2024-04-22,Yes,Relocation,4,4,No,Yes,Startup
E03091,2021-08-04,No,Restructuring,4,5,Yes,No,Career Break
E03124,2025-07-19,Yes,Relocation,2,3,Yes,Yes,Competitor
E03125,2019-11-08,No,Policy Violation,3,5,Yes,No,Unknown
E03128,2026-02-26,No,Policy Violation,4,4,Yes,No,Higher Education
E03149,2024-08-04,Yes,Manager,4,4,No,Yes,Career Break
E03152,2023-07-10,No,Policy Violation,2,1,Yes,No,Unknown
E03153,2025-01-23,Yes,Work-Life Balance,3,5,No,No,Career Break
E03154,2026-02-22,Yes,Manager,1,2,Yes,Yes,Competitor
E03158,2022-09-16,Yes,Relocation,5,5,No,Yes,Higher Education
E03160,2025-06-19,Yes,Career Growth,5,2,No,No,Competitor
E03179,2020-08-27,Yes,Work-Life Balance,1,3,Yes,Yes,Higher Education
E03181,2026-02-27,Yes,Manager,5,2,Yes,No,Higher Education
E03184,2024-10-21,Yes,Manager,4,3,No,No,Startup
E03192,2020-06-08,Yes,Manager,3,1,Yes,Yes,Competitor
E03197,2026-04-13,Yes,Work-Life Balance,2,1,Yes,Yes,Startup
E03220,2021-01-07,Yes,Better Opportunity,5,5,Yes,Yes,Startup
E03234,2024-06-20,No,Contract End,4,4,Yes,No,Higher Education
E03235,2024-06-03,No,Restructuring,2,2,Yes,Yes,Career Break
E03237,2026-08-13,Yes,Compensation,4,1,No,No,Startup
E03239,2023-09-03,No,Contract End,5,4,No,No,Higher Education
E03240,2021-06-19,Yes,Better Opportunity,4,2,No,Yes,Career Break
E03241,2025-09-08,No,Policy Violation,5,1,Yes,No,Competitor
E03242,2026-03-10,Yes,Better Opportunity,3,3,No,Yes,Higher Education
E03245,2024-09-06,Yes,Relocation,5,3,Yes,No,Unknown
E03248,2023-11-25,No,Restructuring,2,2,No,Yes,Competitor
E03250,2022-10-18,Yes,Manager,3,2,No,Yes,Higher Education
E03255,2025-08-10,Yes,Career Growth,5,3,No,Yes,Competitor
E03256,2023-12-17,No,Restructuring,3,3,Yes,Yes,Startup
E03279,2025-08-15,Yes,Work-Life Balance,5,3,Yes,Yes,Career Break
E03282,2022-02-14,Yes,Relocation,5,5,No,Yes,Career Break
E03290,2026-08-30,Yes,Manager,2,4,Yes,Yes,Startup
E03296,2022-11-23,No,Performance,4,4,Yes,Yes,Competitor
E03302,2019-03-09,No,Performance,3,5,No,Yes,Startup
E03304,2025-10-19,Yes,Compensation,4,5,Yes,No,Competitor
E03307,2018-10-02,Yes,Career Growth,3,4,No,No,Higher Education
E03309,2020-10-29,No,Policy Violation,1,1,Yes,No,Competitor
E03314,2023-02-08,Yes,Manager,5,2,No,No,Competitor
E03318,2022-11-16,Yes,Career Growth,5,4,Yes,No,Higher Education
E03319,2026-03-07,Yes,Better Opportunity,2,3,Yes,No,Unknown
E03324,2023-03-11,No,Policy Violation,3,1,Yes,No,Career Break
E03326,2024-05-10,Yes,Career Growth,3,3,Yes,Yes,Higher Education
E03330,2025-04-13,Yes,Relocation,5,3,No,No,Career Break
E03333,2020-01-26,Yes,Relocation,2,5,Yes,Yes,Competitor
E03337,2026-02-25,Yes,Manager,3,3,No,Yes,Competitor
E03352,2022-01-12,Yes,Manager,4,2,Yes,No,Higher Education
E03353,2024-02-22,Yes,Work-Life Balance,1,5,No,Yes,Competitor
E03365,2023-06-27,Yes,Relocation,5,5,Yes,Yes,Unknown
E03378,2020-05-31,Yes,Compensation,4,2,No,Yes,Career Break
E03379,2026-07-27,Yes,Compensation,5,1,No,No,Higher Education
E03382,2021-11-12,Yes,Manager,5,4,Yes,No,Career Break
E03385,2024-08-13,Yes,Relocation,4,4,No,Yes,Competitor
E03389,2021-10-06,Yes,Better Opportunity,4,4,No,No,Career Break
E03412,2025-03-10,Yes,Compensation,5,1,No,No,Higher Education
E03415,2017-05-05,Yes,Manager,4,3,No,No,Competitor
E03416,2022-12-11,Yes,Relocation,2,1,No,No,Competitor
E03417,2025-05-14,No,Restructuring,3,3,No,No,Unknown
E03420,2024-04-06,Yes,Relocation,5,4,Yes,Yes,Competitor
E03424,2020-01-08,Yes,Better Opportunity,2,4,Yes,Yes,Unknown
E03426,2026-06-21,No,Performance,2,2,Yes,Yes,Career Break
E03431,2025-10-29,Yes,Manager,5,5,No,No,Startup
E03441,2025-02-25,Yes,Compensation,3,3,No,Yes,Competitor
E03443,2025-01-13,Yes,Compensation,1,3,Yes,No,Higher Education
E03456,2024-06-16,Yes,Compensation,1,3,Yes,No,Startup
E03463,2021-05-07,Yes,Better Opportunity,3,1,Yes,No,Startup
E03473,2024-12-23,No,Contract End,2,3,Yes,No,Competitor
E03481,2018-12-18,Yes,Relocation,4,2,No,No,Competitor
E03487,2023-08-04,Yes,Manager,5,1,No,Yes,Career Break
E03489,2022-10-18,Yes,Work-Life Balance,3,3,No,Yes,Career Break
E03511,2025-06-28,Yes,Career Growth,3,4,No,No,Unknown
E03525,2024-10-28,Yes,Compensation,4,4,No,No,Startup
E03534,2019-04-11,Yes,Better Opportunity,3,1,Yes,Yes,Higher Education
E03538,2019-02-22,Yes,Manager,5,3,No,Yes,Higher Education
E03539,2024-07-11,Yes,Compensation,1,1,Yes,Yes,Unknown
E03549,2022-07-06,Yes,Career Growth,5,5,No,Yes,Startup
E03551,2023-12-01,Yes,Better Opportunity,5,1,No,Yes,Startup
E03565,2025-12-12,Yes,Manager,3,3,Yes,No,Startup
E03567,2018-09-30,Yes,Better Opportunity,3,2,Yes,No,Career Break
E03573,2020-06-10,Yes,Relocation,4,1,No,No,Startup
E03578,2026-05-02,Yes,Career Growth,5,3,Yes,No,Competitor
E03580,2023-10-24,No,Policy Violation,3,1,No,No,Career Break
E03581,2024-06-13,Yes,Work-Life Balance,2,4,No,No,Unknown
E03596,2021-10-06,Yes,Better Opportunity,2,1,Yes,No,Career Break
E03600,2024-05-23,No,Contract End,5,5,Yes,Yes,Competitor
E03606,2022-06-24,Yes,Compensation,3,1,No,No,Competitor
E03610,2020-09-15,Yes,Manager,5,4,No,No,Higher Education
E03613,2024-03-08,Yes,Relocation,5,5,Yes,No,Career Break
E03618,2024-05-05,No,Restructuring,1,5,No,Yes,Competitor
E03622,2026-03-05,Yes,Compensation,5,2,No,No,Career Break
E03631,2023-10-31,Yes,Work-Life Balance,5,3,No,No,Higher Education
E03635,2025-08-03,Yes,Career Growth,1,3,Yes,Yes,Competitor
E03639,2024-06-18,No,Policy Violation,3,5,No,Yes,Career Break
E03645,2025-08-26,Yes,Career Growth,2,5,No,Yes,Unknown
E03647,2023-05-05,Yes,Manager,5,1,Yes,Yes,Startup
E03648,2023-12-20,Yes,Work-Life Balance,1,2,Yes,Yes,Higher Education
E03654,2022-07-02,No,Contract End,2,1,No,Yes,Higher Education
E03657,2024-12-17,Yes,Relocation,3,2,No,Yes,Startup
E03660,2024-08-24,No,Restructuring,4,3,No,No,Higher Education
E03680,2024-09-03,No,Policy Violation,1,4,Yes,Yes,Startup
E03684,2023-06-04,Yes,Career Growth,3,4,Yes,No,Higher Education
E03688,2023-06-28,Yes,Compensation,5,2,No,Yes,Higher Education
E03689,2026-05-25,Yes,Manager,1,2,Yes,Yes,Career Break
E03704,2021-11-01,Yes,Better Opportunity,4,4,No,No,Career Break
E03711,2024-05-30,Yes,Work-Life Balance,3,4,Yes,No,Startup
E03713,2023-05-09,Yes,Relocation,3,4,Yes,Yes,Competitor
E03715,2020-04-17,Yes,Career Growth,1,5,Yes,No,Competitor
E03722,2021-10-08,Yes,Career Growth,2,5,No,Yes,Competitor
E03724,2023-10-15,Yes,Career Growth,4,2,Yes,No,Higher Education
E03732,2026-03-03,No,Contract End,4,3,Yes,Yes,Higher Education
E03733,2024-11-06,Yes,Manager,4,3,No,No,Startup
E03745,2019-02-14,Yes,Work-Life Balance,4,5,Yes,No,Unknown
E03759,2024-04-03,No,Policy Violation,3,5,No,Yes,Unknown
E03769,2026-03-09,Yes,Work-Life Balance,3,1,No,No,Career Break
E03776,2022-07-24,Yes,Career Growth,5,3,Yes,Yes,Career Break
E03787,2026-05-27,Yes,Better Opportunity,1,2,Yes,Yes,Competitor
E03791,2022-01-29,Yes,Manager,4,2,Yes,No,Higher Education
E03794,2025-09-11,Yes,Compensation,3,5,No,Yes,Career Break
E03795,2022-08-03,No,Contract End,3,2,No,No,Higher Education
E03802,2026-03-23,Yes,Compensation,4,1,No,No,Career Break
E03805,2024-12-12,No,Policy Violation,2,1,Yes,No,Unknown
E03807,2026-02-25,Yes,Compensation,3,3,No,Yes,Startup
E03808,2021-10-14,No,Performance,5,3,Yes,Yes,Startup
E03809,2022-11-14,Yes,Relocation,2,1,No,Yes,Higher Education
E03812,2019-06-21,Yes,Work-Life Balance,4,3,No,Yes,Competitor
E03821,2023-11-21,Yes,Work-Life Balance,5,1,Yes,No,Competitor
E03838,2021-01-15,No,Contract End,5,2,No,No,Competitor
E03847,2022-10-14,Yes,Compensation,4,5,No,No,Competitor
E03850,2025-06-23,Yes,Better Opportunity,5,2,No,Yes,Higher Education
E03853,2025-03-03,Yes,Relocation,1,5,Yes,No,Unknown
E03854,2026-07-02,Yes,Work-Life Balance,5,1,Yes,Yes,Startup
E03863,2023-12-30,Yes,Relocation,5,1,No,Yes,Startup
E03867,2026-03-14,No,Policy Violation,2,1,Yes,Yes,Startup
E03871,2023-05-20,No,Restructuring,1,3,Yes,No,Career Break
E03890,2026-05-10,No,Contract End,1,4,No,No,Higher Education
E03893,2025-07-31,No,Contract End,4,4,No,Yes,Startup
E03899,2022-01-21,Yes,Manager,2,1,No,Yes,Unknown
E03912,2025-10-01,Yes,Relocation,1,3,No,Yes,Startup
E03916,2026-03-03,Yes,Work-Life Balance,1,4,No,No,Higher Education
E03917,2026-07-19,Yes,Career Growth,1,5,Yes,No,Higher Education
E03928,2025-03-17,No,Restructuring,4,5,Yes,No,Startup
E03931,2022-06-18,No,Contract End,1,1,No,No,Startup
E03940,2026-01-17,Yes,Compensation,1,3,Yes,Yes,Unknown
E03950,2024-02-15,Yes,Work-Life Balance,1,3,Yes,No,Higher Education
E03954,2023-12-12,No,Restructuring,4,5,Yes,No,Competitor
E03955,2026-04-05,Yes,Better Opportunity,3,4,No,Yes,Higher Education
E03957,2025-05-10,Yes,Manager,4,5,Yes,No,Unknown
E03966,2024-02-25,Yes,Career Growth,4,1,No,Yes,Startup
E03970,2025-05-07,Yes,Career Growth,3,1,Yes,No,Unknown
E03972,2023-02-21,No,Contract End,5,3,No,Yes,Competitor
E03977,2025-09-04,Yes,Compensation,5,3,No,No,Higher Education
E03979,2022-02-11,Yes,Better Opportunity,1,5,No,No,Unknown
E03980,2024-07-03,Yes,Work-Life Balance,3,3,Yes,No,Competitor
E03983,2026-08-23,Yes,Compensation,2,2,Yes,No,Career Break
E03991,2020-11-22,No,Contract End,5,1,No,No,Startup
E03993,2024-07-22,Yes,Better Opportunity,5,3,No,No,Higher Education
E04005,2021-08-13,Yes,Relocation,5,4,Yes,Yes,Unknown
E04007,2026-03-06,Yes,Compensation,2,2,No,No,Career Break
E04013,2024-07-23,No,Restructuring,4,1,No,No,Competitor
E04014,2026-07-13,Yes,Work-Life Balance,5,3,Yes,No,Higher Education
E04015,2022-11-26,Yes,Career Growth,2,3,Yes,No,Unknown
E04017,2026-04-19,Yes,Manager,5,3,Yes,Yes,Startup
E04018,2026-07-18,Yes,Manager,4,1,No,No,Startup
E04019,2025-03-11,Yes,Career Growth,1,1,Yes,Yes,Unknown
E04021,2025-08-14,Yes,Better Opportunity,3,2,No,No,Career Break
E04027,2021-08-13,No,Performance,3,5,No,No,Startup
E04036,2023-03-14,Yes,Relocation,5,2,Yes,Yes,Higher Education
E04037,2022-10-10,Yes,Better Opportunity,5,2,Yes,Yes,Startup
E04043,2020-07-11,Yes,Better Opportunity,5,4,No,Yes,Higher Education
E04056,2026-01-20,No,Policy Violation,4,5,No,Yes,Competitor
E04067,2023-09-17,Yes,Better Opportunity,3,4,No,Yes,Competitor
E04069,2022-03-04,Yes,Work-Life Balance,4,5,No,No,Career Break
E04077,2026-06-04,Yes,Compensation,1,1,Yes,Yes,Competitor
E04080,2022-09-11,Yes,Better Opportunity,1,4,No,Yes,Competitor
E04082,2025-09-03,Yes,Work-Life Balance,2,1,No,No,Career Break
E04092,2022-04-07,No,Contract End,3,1,No,No,Startup
E04095,2024-02-23,Yes,Manager,3,1,No,No,Competitor
E04098,2025-07-09,Yes,Work-Life Balance,3,1,No,Yes,Unknown
E04100,2026-01-02,Yes,Work-Life Balance,4,1,Yes,Yes,Competitor
E04102,2025-09-10,No,Performance,3,4,No,Yes,Unknown
E04104,2025-06-05,Yes,Manager,4,4,No,Yes,Higher Education
E04122,2026-06-03,Yes,Compensation,5,4,Yes,No,Competitor
E04123,2022-01-10,Yes,Manager,4,3,Yes,No,Startup
E04134,2020-02-23,Yes,Career Growth,5,2,No,No,Unknown
E04141,2025-02-16,Yes,Work-Life Balance,5,4,Yes,No,Startup
E04152,2022-01-20,Yes,Better Opportunity,4,3,No,Yes,Unknown
E04168,2021-01-11,No,Policy Violation,4,3,No,Yes,Unknown
E04174,2023-10-31,Yes,Compensation,2,4,Yes,No,Unknown
E04176,2024-07-21,Yes,Manager,5,1,Yes,No,Career Break
E04179,2026-08-18,Yes,Compensation,4,2,Yes,No,Career Break
E04180,2023-09-29,No,Performance,3,3,No,Yes,Competitor
E04199,2025-01-06,No,Policy Violation,2,3,No,No,Competitor
E04204,2024-05-30,Yes,Career Growth,2,2,Yes,Yes,Unknown
E04221,2020-04-17,No,Performance,3,3,Yes,No,Competitor
E04229,2023-09-02,Yes,Better Opportunity,5,2,Yes,Yes,Unknown
E04231,2025-06-08,Yes,Career Growth,5,2,Yes,No,Competitor
E04232,2023-05-16,No,Restructuring,1,4,Yes,Yes,Unknown
E04233,2026-03-30,Yes,Relocation,2,1,No,No,Unknown
E04234,2021-06-03,No,Performance,5,2,Yes,Yes,Higher Education
E04237,2024-08-26,No,Contract End,1,1,Yes,No,Startup
E04243,2024-03-27,Yes,Manager,2,3,Yes,Yes,Competitor
E04254,2025-06-29,Yes,Work-Life Balance,3,1,No,Yes,Higher Education
E04258,2023-09-06,Yes,Better Opportunity,4,1,Yes,Yes,Unknown
E04265,2026-03-22,No,Performance,3,2,No,No,Higher Education
E04271,2024-07-07,Yes,Manager,3,1,Yes,Yes,Competitor
E04275,2022-08-27,No,Policy Violation,4,1,Yes,No,Startup
E04277,2025-07-08,Yes,Compensation,5,4,Yes,No,Higher Education
E04280,2022-10-10,No,Contract End,4,2,Yes,Yes,Competitor
E04286,2024-03-19,Yes,Manager,3,1,Yes,No,Unknown
E04291,2024-06-21,No,Performance,1,3,Yes,No,Unknown
E04308,2024-08-17,Yes,Career Growth,3,2,Yes,No,Higher Education
E04324,2026-01-13,Yes,Work-Life Balance,1,3,Yes,Yes,Competitor
E04327,2024-03-25,Yes,Manager,2,1,No,No,Competitor
E04328,2024-10-07,Yes,Career Growth,4,2,Yes,Yes,Higher Education
E04330,2022-11-15,Yes,Better Opportunity,1,2,Yes,No,Competitor
E04332,2024-10-28,Yes,Work-Life Balance,5,2,No,Yes,Unknown
E04334,2023-12-11,Yes,Relocation,1,3,No,No,Unknown
E04335,2020-07-10,Yes,Compensation,3,2,No,No,Unknown
E04362,2019-02-23,Yes,Career Growth,1,1,Yes,Yes,Competitor
E04375,2025-10-01,No,Policy Violation,5,2,Yes,No,Unknown
E04376,2025-08-20,No,Performance,5,5,No,Yes,Higher Education
E04392,2026-07-21,Yes,Better Opportunity,2,3,No,No,Unknown
E04397,2019-01-27,No,Policy Violation,3,2,No,No,Career Break
E04400,2021-06-19,Yes,Relocation,3,2,Yes,No,Higher Education
E04402,2025-04-07,Yes,Career Growth,3,4,No,Yes,Competitor
E04404,2026-08-04,Yes,Work-Life Balance,5,4,No,No,Higher Education
E04413,2024-10-24,No,Performance,4,3,Yes,Yes,Unknown
E04434,2025-08-29,Yes,Better Opportunity,1,2,Yes,No,Startup
E04440,2025-07-23,Yes,Compensation,4,5,No,No,Unknown
E04442,2024-12-03,Yes,Compensation,4,2,Yes,Yes,Higher Education
E04443,2024-01-09,No,Policy Violation,3,1,Yes,Yes,Unknown
E04448,2023-11-13,No,Performance,5,5,Yes,Yes,Higher Education
E04450,2025-01-04,Yes,Compensation,2,4,Yes,No,Competitor
E04454,2019-03-27,Yes,Career Growth,4,1,Yes,Yes,Competitor
E04468,2026-08-19,Yes,Work-Life Balance,4,2,No,No,Higher Education
E04469,2023-06-16,Yes,Compensation,1,5,Yes,Yes,Career Break
E04474,2020-06-11,Yes,Career Growth,2,3,Yes,Yes,Unknown
E04478,2020-10-17,No,Contract End,4,5,No,No,Competitor
E04479,2026-08-25,No,Policy Violation,3,1,No,Yes,Startup
E04483,2022-02-27,Yes,Relocation,4,1,No,Yes,Unknown
E04486,2024-05-23,Yes,Manager,2,4,Yes,Yes,Startup
E04502,2024-06-04,Yes,Manager,2,2,Yes,Yes,Competitor
E04505,2026-03-06,Yes,Compensation,2,5,No,Yes,Career Break
E04516,2022-01-29,Yes,Manager,1,5,Yes,No,Unknown
E04553,2019-09-17,No,Policy Violation,5,3,No,No,Unknown
E04555,2024-10-21,No,Restructuring,2,4,Yes,No,Higher Education
E04568,2025-01-17,Yes,Better Opportunity,1,1,Yes,No,Higher Education
E04572,2020-10-20,Yes,Better Opportunity,4,2,No,Yes,Career Break
E04578,2022-12-04,Yes,Better Opportunity,2,1,No,Yes,Startup
E04581,2022-12-22,Yes,Relocation,2,3,Yes,No,Higher Education
E04587,2022-05-12,Yes,Better Opportunity,1,1,Yes,No,Unknown
E04593,2025-05-15,Yes,Work-Life Balance,1,1,Yes,No,Competitor
E04595,2024-11-12,No,Restructuring,4,2,No,Yes,Higher Education
E04599,2026-04-20,Yes,Compensation,2,1,No,Yes,Startup
E04614,2020-04-20,Yes,Relocation,4,2,No,No,Startup
E04622,2025-02-23,Yes,Better Opportunity,1,2,No,No,Unknown
E04623,2024-12-29,Yes,Manager,1,4,Yes,Yes,Higher Education
E04632,2025-10-04,Yes,Manager,4,3,Yes,Yes,Startup
E04634,2026-04-02,Yes,Better Opportunity,1,1,No,Yes,Startup
E04641,2022-12-20,Yes,Relocation,1,5,No,No,Higher Education
E04650,2021-01-03,No,Performance,2,3,Yes,Yes,Startup
E04654,2022-02-27,Yes,Compensation,2,5,Yes,Yes,Unknown
E04660,2025-01-31,Yes,Career Growth,5,4,No,Yes,Unknown
E04662,2025-05-21,Yes,Manager,4,5,Yes,Yes,Career Break
E04668,2024-07-14,Yes,Relocation,1,2,Yes,Yes,Unknown
E04672,2025-03-05,No,Restructuring,2,4,No,No,Unknown
E04677,2026-04-03,Yes,Compensation,4,1,No,Yes,Unknown
E04688,2020-04-07,Yes,Compensation,2,5,Yes,No,Higher Education
E04690,2021-05-12,Yes,Compensation,4,5,No,No,Unknown
E04691,2024-04-13,No,Restructuring,3,5,Yes,Yes,Unknown
E04694,2023-04-13,Yes,Manager,3,3,Yes,Yes,Career Break
E04699,2019-07-15,Yes,Relocation,3,3,No,Yes,Startup
E04703,2024-09-01,Yes,Manager,3,5,No,Yes,Competitor
E04707,2024-07-21,Yes,Compensation,4,5,Yes,Yes,Higher Education
E04724,2020-11-05,Yes,Manager,5,1,Yes,Yes,Competitor
E04729,2021-07-26,Yes,Better Opportunity,2,2,No,No,Startup
E04737,2025-11-07,Yes,Manager,5,1,Yes,Yes,Unknown
E04742,2022-03-17,Yes,Manager,1,1,No,No,Career Break
E04749,2024-10-10,Yes,Career Growth,2,2,No,Yes,Career Break
E04765,2023-08-05,Yes,Relocation,5,1,Yes,Yes,Competitor
E04771,2023-07-26,Yes,Better Opportunity,5,5,Yes,Yes,Career Break
E04778,2023-07-27,Yes,Work-Life Balance,3,1,No,Yes,Competitor
E04782,2026-05-06,No,Contract End,3,2,No,No,Higher Education
E04785,2023-02-27,No,Policy Violation,2,1,No,No,Career Break
E04786,2017-10-07,Yes,Manager,3,4,No,Yes,Competitor
E04788,2023-08-28,Yes,Better Opportunity,4,5,Yes,No,Higher Education
E04795,2021-07-07,Yes,Career Growth,1,4,Yes,Yes,Higher Education
E04796,2020-03-06,Yes,Work-Life Balance,5,4,No,Yes,Unknown
E04808,2024-03-03,No,Restructuring,1,3,Yes,Yes,Competitor
E04823,2022-04-08,Yes,Better Opportunity,3,5,Yes,Yes,Higher Education
E04828,2026-08-12,Yes,Compensation,2,5,No,Yes,Unknown
E04831,2026-02-16,Yes,Compensation,3,3,Yes,Yes,Career Break
E04835,2019-08-04,No,Restructuring,3,5,Yes,Yes,Competitor
E04836,2025-06-25,Yes,Career Growth,3,3,Yes,No,Career Break
E04837,2024-06-13,Yes,Career Growth,3,2,Yes,Yes,Unknown
E04840,2026-06-20,Yes,Compensation,4,1,No,Yes,Career Break
E04842,2023-11-29,Yes,Career Growth,2,2,No,Yes,Career Break
E04844,2024-07-07,Yes,Career Growth,1,1,Yes,No,Startup
E04845,2022-03-17,No,Performance,4,5,No,No,Higher Education
E04847,2024-01-09,Yes,Compensation,1,3,No,Yes,Competitor
E04849,2025-03-12,Yes,Work-Life Balance,5,3,Yes,Yes,Competitor
E04853,2026-04-10,Yes,Compensation,4,5,Yes,No,Competitor
E04857,2023-05-04,No,Performance,5,2,No,No,Career Break
E04859,2024-02-22,Yes,Career Growth,4,5,Yes,Yes,Unknown
E04862,2025-03-02,Yes,Compensation,2,4,No,No,Career Break
E04863,2023-02-04,No,Performance,1,2,Yes,Yes,Competitor
E04867,2026-07-08,No,Restructuring,2,1,Yes,No,Startup
E04869,2025-03-07,Yes,Manager,1,3,No,Yes,Startup
E04876,2021-08-15,Yes,Manager,2,1,Yes,Yes,Competitor
E04882,2024-12-31,Yes,Compensation,3,3,No,Yes,Higher Education
E04884,2025-03-12,Yes,Relocation,3,1,Yes,Yes,Higher Education
E04886,2024-12-03,Yes,Compensation,1,5,Yes,No,Career Break
