Month,Employee_ID,Department,Location,Scheduled_Days,Present_Days,Paid_Leave_Days,Sick_Leave_Days,Unpaid_Leave_Days,Absent_Days,WFH_Days,Overtime_Hours,Late_Arrivals
2024-12-01,E00778,Technology,Hyderabad,21,16,4,1,0,1,0,9.3,3
2025-01-01,E00778,Technology,Hyderabad,22,19,3,0,0,0,6,1.1,3
2025-02-01,E00778,Technology,Hyderabad,22,21,1,0,0,0,4,8.3,1
2025-03-01,E00778,Technology,Hyderabad,20,16,3,0,1,1,6,9.9,3
2025-04-01,E00778,Technology,Hyderabad,23,17,3,0,3,3,11,11.6,0
2025-05-01,E00778,Technology,Hyderabad,21,19,0,0,2,2,6,0.5,1
2025-06-01,E00778,Technology,Hyderabad,22,21,1,0,0,0,8,14.9,0
2025-07-01,E00778,Technology,Hyderabad,23,23,0,0,0,0,6,7.9,1
2025-08-01,E00778,Technology,Hyderabad,21,19,1,0,1,1,7,14.4,1
2025-09-01,E00778,Technology,Hyderabad,21,17,3,0,1,1,0,5.8,1
2025-10-01,E00778,Technology,Hyderabad,21,17,1,3,0,3,12,5.4,3
2025-11-01,E00778,Technology,Hyderabad,23,21,1,0,1,1,7,4.5,2
2025-12-01,E00778,Technology,Hyderabad,20,20,0,0,0,0,9,14.1,2
2026-01-01,E00778,Technology,Hyderabad,21,17,1,0,3,3,7,10.4,0
2026-02-01,E00778,Technology,Hyderabad,20,18,0,2,0,2,11,0.0,0
2026-03-01,E00778,Technology,Hyderabad,20,17,3,0,0,0,3,8.7,1
2026-04-01,E00778,Technology,Hyderabad,20,20,0,0,0,0,12,5.8,0
2026-05-01,E00778,Technology,Hyderabad,21,14,3,4,0,4,6,5.9,1
2026-06-01,E00778,Technology,Hyderabad,20,19,1,0,0,0,12,0.0,0
2026-07-01,E00778,Technology,Hyderabad,22,21,1,0,0,0,4,8.2,1
2026-08-01,E00778,Technology,Hyderabad,20,17,1,2,0,2,7,13.0,3
2024-09-01,E00779,Customer Success,Noida,22,22,0,0,0,0,1,6.4,2
2024-10-01,E00779,Customer Success,Noida,23,21,2,0,0,0,2,0.0,1
2024-11-01,E00779,Customer Success,Noida,23,22,1,0,0,0,0,4.2,0
2024-12-01,E00779,Customer Success,Noida,20,19,1,0,0,0,2,10.5,3
2025-01-01,E00779,Customer Success,Noida,20,20,0,0,0,0,0,3.5,1
2025-02-01,E00779,Customer Success,Noida,21,20,0,1,0,1,2,9.8,0
2025-03-01,E00779,Customer Success,Noida,22,20,2,0,0,0,2,4.6,1
2025-04-01,E00779,Customer Success,Noida,23,20,3,0,0,0,2,6.1,1
2025-05-01,E00779,Customer Success,Noida,22,18,4,0,0,0,1,9.4,2
2025-06-01,E00779,Customer Success,Noida,21,19,2,0,0,0,1,12.5,1
2025-07-01,E00779,Customer Success,Noida,22,22,0,0,0,0,2,8.7,3
2025-08-01,E00779,Customer Success,Noida,21,20,0,0,1,1,1,5.0,0
2025-09-01,E00779,Customer Success,Noida,20,16,4,0,0,0,0,9.7,0
2025-10-01,E00779,Customer Success,Noida,22,19,2,1,0,1,1,4.4,0
2025-11-01,E00779,Customer Success,Noida,20,15,2,2,1,3,2,0.0,1
2025-12-01,E00779,Customer Success,Noida,22,21,1,0,0,0,2,1.2,1
2026-01-01,E00779,Customer Success,Noida,22,21,1,0,0,0,2,0.0,0
2026-02-01,E00779,Customer Success,Noida,20,18,2,0,0,0,0,0.4,2
2026-03-01,E00779,Customer Success,Noida,20,17,3,0,0,0,0,2.6,1
2026-04-01,E00779,Customer Success,Noida,23,21,2,0,0,0,2,0.0,3
2026-05-01,E00779,Customer Success,Noida,22,20,1,0,1,1,0,12.5,1
2026-06-01,E00779,Customer Success,Noida,22,21,1,0,0,0,0,0.0,3
2026-07-01,E00779,Customer Success,Noida,23,20,3,0,0,0,2,13.4,1
2026-08-01,E00779,Customer Success,Noida,23,21,2,0,0,0,1,2.1,2
2024-09-01,E00781,Marketing,Bengaluru,21,19,2,0,0,0,2,11.9,1
2024-10-01,E00781,Marketing,Bengaluru,22,22,0,0,0,0,2,2.9,0
2024-11-01,E00781,Marketing,Bengaluru,23,22,1,0,0,0,1,0.0,2
2024-12-01,E00781,Marketing,Bengaluru,20,18,1,0,1,1,2,0.0,1
2025-01-01,E00781,Marketing,Bengaluru,22,19,3,0,0,0,0,3.3,2
2025-02-01,E00781,Marketing,Bengaluru,22,19,3,0,0,0,1,2.7,0
2025-03-01,E00781,Marketing,Bengaluru,20,15,3,1,1,2,1,0.0,1
2025-04-01,E00781,Marketing,Bengaluru,21,18,3,0,0,0,0,9.4,0
2025-05-01,E00781,Marketing,Bengaluru,21,19,1,0,1,1,2,7.7,0
2025-06-01,E00781,Marketing,Bengaluru,22,19,0,3,0,3,0,0.0,2
2025-07-01,E00781,Marketing,Bengaluru,22,20,2,0,0,0,0,4.7,3
2025-08-01,E00781,Marketing,Bengaluru,23,19,3,1,0,1,2,3.6,3
2025-09-01,E00781,Marketing,Bengaluru,23,22,1,0,0,0,0,0.0,0
2025-10-01,E00781,Marketing,Bengaluru,22,18,4,0,0,0,0,10.0,1
2025-11-01,E00781,Marketing,Bengaluru,22,22,0,0,0,0,2,0.0,2
2025-12-01,E00781,Marketing,Bengaluru,22,18,4,0,0,0,1,3.8,1
2026-01-01,E00781,Marketing,Bengaluru,20,19,1,0,0,0,0,8.5,1
2026-02-01,E00781,Marketing,Bengaluru,21,18,2,1,0,1,1,12.7,2
2026-03-01,E00781,Marketing,Bengaluru,21,21,0,0,0,0,2,2.7,0
2026-04-01,E00781,Marketing,Bengaluru,20,16,1,3,0,3,2,3.2,1
2026-05-01,E00781,Marketing,Bengaluru,20,17,1,2,0,2,0,1.4,3
2026-06-01,E00781,Marketing,Bengaluru,22,20,1,0,1,1,2,5.1,2
2026-07-01,E00781,Marketing,Bengaluru,21,20,0,1,0,1,2,8.5,0
2026-08-01,E00781,Marketing,Bengaluru,21,20,1,0,0,0,0,0.0,0
2024-09-01,E00782,Customer Success,Bengaluru,21,18,1,0,2,2,9,0.0,0
2024-10-01,E00782,Customer Success,Bengaluru,22,19,2,1,0,1,1,2.4,2
2024-11-01,E00782,Customer Success,Bengaluru,22,17,4,0,1,1,4,1.5,2
2024-12-01,E00782,Customer Success,Bengaluru,20,18,2,0,0,0,6,16.8,3
2025-01-01,E00782,Customer Success,Bengaluru,23,21,2,0,0,0,6,0.0,1
2025-02-01,E00782,Customer Success,Bengaluru,20,17,0,3,0,3,2,9.5,3
2025-03-01,E00782,Customer Success,Bengaluru,21,19,1,1,0,1,12,8.0,2
2025-04-01,E00782,Customer Success,Bengaluru,22,20,2,0,0,0,11,2.0,1
2025-05-01,E00782,Customer Success,Bengaluru,23,21,0,2,0,2,6,7.0,3
2025-06-01,E00782,Customer Success,Bengaluru,22,20,2,0,0,0,8,3.0,3
2025-07-01,E00782,Customer Success,Bengaluru,20,14,3,0,3,3,5,3.1,3
2025-08-01,E00782,Customer Success,Bengaluru,21,20,1,0,0,0,7,3.5,3
2025-09-01,E00782,Customer Success,Bengaluru,20,19,1,0,0,0,3,1.1,3
2025-10-01,E00782,Customer Success,Bengaluru,22,18,4,0,0,0,9,7.4,1
2025-11-01,E00782,Customer Success,Bengaluru,22,21,1,0,0,0,0,5.1,1
2025-12-01,E00782,Customer Success,Bengaluru,22,21,1,0,0,0,6,5.4,3
2026-01-01,E00782,Customer Success,Bengaluru,22,22,0,0,0,0,11,0.0,3
2026-02-01,E00782,Customer Success,Bengaluru,21,17,2,2,0,2,7,5.1,2
2026-03-01,E00782,Customer Success,Bengaluru,23,23,0,0,0,0,3,4.5,3
2026-04-01,E00782,Customer Success,Bengaluru,22,22,0,0,0,0,0,11.7,1
2026-05-01,E00782,Customer Success,Bengaluru,22,17,3,2,0,2,5,4.1,0
2026-06-01,E00782,Customer Success,Bengaluru,23,22,1,0,0,0,5,0.0,3
2026-07-01,E00782,Customer Success,Bengaluru,20,19,1,0,0,0,0,0.0,0
2026-08-01,E00782,Customer Success,Bengaluru,23,17,3,0,3,3,3,4.4,2
2024-09-01,E00783,Technology,Noida,22,22,0,0,0,0,9,0.0,0
2024-10-01,E00783,Technology,Noida,22,19,1,0,2,2,0,11.8,3
2024-11-01,E00783,Technology,Noida,22,16,3,3,0,3,4,6.4,3
2024-12-01,E00783,Technology,Noida,21,19,2,0,0,0,12,12.6,1
2025-01-01,E00783,Technology,Noida,22,19,0,3,0,3,7,25.8,2
2025-02-01,E00783,Technology,Noida,23,18,3,2,0,2,12,14.4,0
2025-03-01,E00783,Technology,Noida,22,19,3,0,0,0,0,6.2,0
2025-04-01,E00783,Technology,Noida,22,19,3,0,0,0,4,0.0,2
2025-05-01,E00783,Technology,Noida,21,20,1,0,0,0,8,0.2,2
2025-06-01,E00783,Technology,Noida,22,22,0,0,0,0,7,13.9,1
2025-07-01,E00783,Technology,Noida,23,23,0,0,0,0,9,7.3,3
2025-08-01,E00783,Technology,Noida,22,21,1,0,0,0,1,7.1,2
2025-09-01,E00783,Technology,Noida,22,21,1,0,0,0,1,12.2,3
2025-10-01,E00783,Technology,Noida,23,23,0,0,0,0,7,4.0,3
2025-11-01,E00783,Technology,Noida,20,19,1,0,0,0,4,3.4,0
2025-12-01,E00783,Technology,Noida,21,21,0,0,0,0,6,0.0,0
2026-01-01,E00783,Technology,Noida,22,21,1,0,0,0,11,1.0,1
2026-02-01,E00783,Technology,Noida,22,19,3,0,0,0,0,9.1,3
2026-03-01,E00783,Technology,Noida,21,20,0,0,1,1,9,0.0,1
2026-04-01,E00783,Technology,Noida,20,19,0,1,0,1,8,0.0,1
2026-05-01,E00783,Technology,Noida,22,20,2,0,0,0,5,2.4,0
2026-06-01,E00783,Technology,Noida,23,19,4,0,0,0,4,6.0,1
2026-07-01,E00783,Technology,Noida,20,19,1,0,0,0,9,12.0,2
2026-08-01,E00783,Technology,Noida,21,21,0,0,0,0,1,7.9,0
2024-09-01,E00784,Customer Success,Mumbai,21,19,2,0,0,0,0,3.2,0
2024-10-01,E00784,Customer Success,Mumbai,22,22,0,0,0,0,0,0.0,0
2024-11-01,E00784,Customer Success,Mumbai,23,21,2,0,0,0,2,0.0,0
2024-12-01,E00784,Customer Success,Mumbai,20,18,0,0,2,2,0,11.6,3
2025-01-01,E00784,Customer Success,Mumbai,20,16,0,4,0,4,0,1.7,0
2025-02-01,E00784,Customer Success,Mumbai,22,20,2,0,0,0,0,0.0,2
2025-03-01,E00784,Customer Success,Mumbai,22,18,4,0,0,0,0,5.4,1
2025-04-01,E00784,Customer Success,Mumbai,20,20,0,0,0,0,1,3.0,2
2025-05-01,E00784,Customer Success,Mumbai,21,19,1,1,0,1,2,9.5,2
2025-06-01,E00784,Customer Success,Mumbai,22,20,1,0,1,1,0,3.1,3
2025-07-01,E00784,Customer Success,Mumbai,21,20,0,0,1,1,1,10.7,2
2025-08-01,E00784,Customer Success,Mumbai,20,18,2,0,0,0,0,0.0,1
2025-09-01,E00784,Customer Success,Mumbai,23,19,4,0,0,0,1,0.0,2
2025-10-01,E00784,Customer Success,Mumbai,21,16,3,2,0,2,2,0.0,0
2025-11-01,E00784,Customer Success,Mumbai,20,19,1,0,0,0,2,0.8,3
2025-12-01,E00784,Customer Success,Mumbai,22,17,4,1,0,1,1,3.0,0
2026-01-01,E00784,Customer Success,Mumbai,21,18,2,1,0,1,0,2.7,3
2026-02-01,E00784,Customer Success,Mumbai,23,22,0,1,0,1,2,0.0,1
2026-03-01,E00784,Customer Success,Mumbai,20,16,2,2,0,2,0,6.5,0
2026-04-01,E00784,Customer Success,Mumbai,22,20,1,0,1,1,0,0.0,0
2026-05-01,E00784,Customer Success,Mumbai,20,17,3,0,0,0,1,0.0,0
2026-06-01,E00784,Customer Success,Mumbai,23,19,4,0,0,0,2,6.4,2
2026-07-01,E00784,Customer Success,Mumbai,21,21,0,0,0,0,1,10.3,1
2026-08-01,E00784,Customer Success,Mumbai,20,20,0,0,0,0,1,0.4,2
2024-09-01,E00785,Supply Chain,Mumbai,21,20,1,0,0,0,4,4.4,0
2024-10-01,E00785,Supply Chain,Mumbai,20,18,2,0,0,0,12,11.8,3
2024-11-01,E00785,Supply Chain,Mumbai,22,18,3,0,1,1,7,2.5,3
2024-12-01,E00785,Supply Chain,Mumbai,20,20,0,0,0,0,11,8.9,0
2025-01-01,E00785,Supply Chain,Mumbai,23,22,1,0,0,0,10,10.7,2
2025-02-01,E00785,Supply Chain,Mumbai,21,19,2,0,0,0,8,3.8,2
2025-03-01,E00785,Supply Chain,Mumbai,23,22,1,0,0,0,11,3.7,2
2025-04-01,E00785,Supply Chain,Mumbai,23,18,3,2,0,2,8,8.8,2
2025-05-01,E00785,Supply Chain,Mumbai,23,19,4,0,0,0,3,3.3,2
2025-06-01,E00785,Supply Chain,Mumbai,22,22,0,0,0,0,2,0.0,2
2025-07-01,E00785,Supply Chain,Mumbai,22,22,0,0,0,0,3,8.3,0
2025-08-01,E00785,Supply Chain,Mumbai,23,21,2,0,0,0,0,4.9,0
2025-09-01,E00785,Supply Chain,Mumbai,22,22,0,0,0,0,11,11.2,3
2025-10-01,E00785,Supply Chain,Mumbai,22,22,0,0,0,0,4,11.4,1
2025-11-01,E00785,Supply Chain,Mumbai,20,17,2,0,1,1,0,9.3,0
2025-12-01,E00785,Supply Chain,Mumbai,22,20,2,0,0,0,7,14.9,0
2026-01-01,E00785,Supply Chain,Mumbai,22,22,0,0,0,0,4,6.8,2
2026-02-01,E00785,Supply Chain,Mumbai,23,22,1,0,0,0,8,0.0,1
2026-03-01,E00785,Supply Chain,Mumbai,20,19,0,0,1,1,9,3.1,2
2026-04-01,E00785,Supply Chain,Mumbai,21,17,1,3,0,3,9,9.6,3
2026-05-01,E00785,Supply Chain,Mumbai,22,18,4,0,0,0,10,0.0,1
2026-06-01,E00785,Supply Chain,Mumbai,21,20,1,0,0,0,10,6.6,0
2026-07-01,E00785,Supply Chain,Mumbai,23,19,3,1,0,1,9,6.2,0
2026-08-01,E00785,Supply Chain,Mumbai,23,22,1,0,0,0,11,6.1,3
2024-09-01,E00786,Marketing,Hyderabad,22,21,1,0,0,0,7,16.3,0
2024-10-01,E00786,Marketing,Hyderabad,20,16,1,0,3,3,6,1.4,3
2024-11-01,E00786,Marketing,Hyderabad,20,19,1,0,0,0,7,0.0,2
2024-12-01,E00786,Marketing,Hyderabad,23,22,1,0,0,0,5,8.8,3
2025-01-01,E00786,Marketing,Hyderabad,22,21,0,0,1,1,3,4.6,0
2025-02-01,E00786,Marketing,Hyderabad,22,21,1,0,0,0,3,6.5,2
2025-03-01,E00786,Marketing,Hyderabad,22,20,2,0,0,0,12,0.0,3
2025-04-01,E00786,Marketing,Hyderabad,21,20,1,0,0,0,9,15.8,3
2025-05-01,E00786,Marketing,Hyderabad,22,21,1,0,0,0,2,0.0,3
2025-06-01,E00786,Marketing,Hyderabad,22,20,1,0,1,1,5,0.0,3
2025-07-01,E00786,Marketing,Hyderabad,22,17,2,0,3,3,12,6.6,0
2025-08-01,E00786,Marketing,Hyderabad,21,20,1,0,0,0,5,0.0,1
2025-09-01,E00786,Marketing,Hyderabad,22,19,2,0,1,1,11,5.4,2
2025-10-01,E00786,Marketing,Hyderabad,22,20,1,0,1,1,10,4.8,1
2025-11-01,E00786,Marketing,Hyderabad,20,19,1,0,0,0,2,11.1,3
2025-12-01,E00786,Marketing,Hyderabad,20,18,2,0,0,0,3,9.7,2
2026-01-01,E00786,Marketing,Hyderabad,23,21,2,0,0,0,3,10.8,1
2026-02-01,E00786,Marketing,Hyderabad,22,20,2,0,0,0,12,6.8,1
2026-03-01,E00786,Marketing,Hyderabad,20,20,0,0,0,0,6,8.5,3
2026-04-01,E00786,Marketing,Hyderabad,22,18,4,0,0,0,6,6.8,3
2026-05-01,E00786,Marketing,Hyderabad,22,20,2,0,0,0,1,0.0,3
2026-06-01,E00786,Marketing,Hyderabad,22,21,0,1,0,1,9,3.1,0
2026-07-01,E00786,Marketing,Hyderabad,20,18,2,0,0,0,2,0.3,1
2026-08-01,E00786,Marketing,Hyderabad,22,20,0,0,2,2,2,6.6,2
2024-09-01,E00787,Technology,Chennai,21,20,1,0,0,0,4,12.3,3
2024-10-01,E00787,Technology,Chennai,23,20,3,0,0,0,9,20.4,3
2024-11-01,E00787,Technology,Chennai,22,22,0,0,0,0,9,4.6,0
2024-12-01,E00787,Technology,Chennai,20,16,3,1,0,1,12,11.6,2
2025-01-01,E00787,Technology,Chennai,22,20,0,1,1,2,4,0.2,1
2025-02-01,E00787,Technology,Chennai,22,20,2,0,0,0,5,4.2,3
2025-03-01,E00787,Technology,Chennai,22,18,3,1,0,1,4,0.0,3
2025-04-01,E00787,Technology,Chennai,22,22,0,0,0,0,2,9.5,0
2025-05-01,E00787,Technology,Chennai,22,19,3,0,0,0,11,9.4,2
2025-06-01,E00787,Technology,Chennai,23,21,2,0,0,0,2,3.4,3
2025-07-01,E00787,Technology,Chennai,20,19,1,0,0,0,7,14.8,1
2025-08-01,E00787,Technology,Chennai,22,18,4,0,0,0,9,7.5,2
2025-09-01,E00787,Technology,Chennai,22,21,1,0,0,0,1,12.3,1
2025-10-01,E00787,Technology,Chennai,23,22,1,0,0,0,11,5.7,2
2025-11-01,E00787,Technology,Chennai,22,21,1,0,0,0,0,11.9,3
2025-12-01,E00787,Technology,Chennai,23,20,1,0,2,2,5,7.5,2
2026-01-01,E00787,Technology,Chennai,22,19,0,1,2,3,7,0.0,3
2026-02-01,E00787,Technology,Chennai,21,18,1,2,0,2,0,2.2,0
2026-03-01,E00787,Technology,Chennai,22,20,1,1,0,1,9,12.4,2
2026-04-01,E00787,Technology,Chennai,21,17,3,0,1,1,12,9.3,2
2026-05-01,E00787,Technology,Chennai,22,20,2,0,0,0,4,6.3,0
2026-06-01,E00787,Technology,Chennai,20,18,2,0,0,0,10,8.2,2
2026-07-01,E00787,Technology,Chennai,21,19,1,0,1,1,7,0.0,3
2026-08-01,E00787,Technology,Chennai,23,22,1,0,0,0,6,5.1,1
2024-09-01,E00788,Finance,Gurugram,22,20,1,1,0,1,2,0.0,2
2024-10-01,E00788,Finance,Gurugram,20,19,1,0,0,0,1,7.5,3
2024-11-01,E00788,Finance,Gurugram,23,21,1,1,0,1,1,12.3,0
2024-12-01,E00788,Finance,Gurugram,20,15,3,2,0,2,2,0.0,2
2025-01-01,E00788,Finance,Gurugram,22,22,0,0,0,0,1,5.9,3
2025-02-01,E00788,Finance,Gurugram,22,19,1,0,2,2,2,6.2,0
2025-03-01,E00788,Finance,Gurugram,22,21,0,0,1,1,1,0.0,3
2025-04-01,E00788,Finance,Gurugram,23,20,3,0,0,0,2,0.0,3
2025-05-01,E00788,Finance,Gurugram,22,18,3,0,1,1,0,4.0,2
2025-06-01,E00788,Finance,Gurugram,21,19,2,0,0,0,0,13.5,0
2025-07-01,E00788,Finance,Gurugram,23,20,1,0,2,2,0,9.3,0
2025-08-01,E00788,Finance,Gurugram,22,22,0,0,0,0,1,12.3,1
2025-09-01,E00788,Finance,Gurugram,20,18,1,0,1,1,2,5.5,0
2025-10-01,E00788,Finance,Gurugram,23,18,1,4,0,4,1,1.3,0
2025-11-01,E00788,Finance,Gurugram,22,21,1,0,0,0,1,0.0,1
2025-12-01,E00788,Finance,Gurugram,20,18,0,2,0,2,1,2.9,2
2026-01-01,E00788,Finance,Gurugram,22,22,0,0,0,0,1,0.0,1
2026-02-01,E00788,Finance,Gurugram,22,19,2,0,1,1,0,0.0,1
2026-03-01,E00788,Finance,Gurugram,22,19,3,0,0,0,2,1.5,0
2026-04-01,E00788,Finance,Gurugram,22,20,0,2,0,2,2,1.0,0
2026-05-01,E00788,Finance,Gurugram,23,21,1,0,1,1,0,3.2,2
2026-06-01,E00788,Finance,Gurugram,21,19,2,0,0,0,1,0.3,3
2026-07-01,E00788,Finance,Gurugram,22,20,2,0,0,0,0,0.9,0
2026-08-01,E00788,Finance,Gurugram,20,18,2,0,0,0,2,2.8,3
2024-09-01,E00789,Human Resources,Gurugram,22,21,1,0,0,0,2,0.0,0
2024-10-01,E00789,Human Resources,Gurugram,21,16,1,3,1,4,1,7.6,1
2024-11-01,E00789,Human Resources,Gurugram,23,20,3,0,0,0,2,11.3,1
2024-12-01,E00789,Human Resources,Gurugram,23,21,2,0,0,0,0,0.0,0
2025-01-01,E00789,Human Resources,Gurugram,22,20,2,0,0,0,0,0.0,2
2025-02-01,E00789,Human Resources,Gurugram,21,20,1,0,0,0,0,0.4,1
2025-03-01,E00789,Human Resources,Gurugram,22,18,4,0,0,0,0,5.3,1
2025-04-01,E00789,Human Resources,Gurugram,23,22,1,0,0,0,2,0.0,2
2025-05-01,E00789,Human Resources,Gurugram,20,20,0,0,0,0,1,0.5,2
2025-06-01,E00789,Human Resources,Gurugram,22,20,2,0,0,0,1,0.0,1
2025-07-01,E00789,Human Resources,Gurugram,23,22,1,0,0,0,2,7.4,2
2025-08-01,E00789,Human Resources,Gurugram,22,21,1,0,0,0,2,1.5,1
2025-09-01,E00789,Human Resources,Gurugram,21,15,1,4,1,5,1,0.0,0
2025-10-01,E00789,Human Resources,Gurugram,22,20,2,0,0,0,2,8.1,3
2025-11-01,E00789,Human Resources,Gurugram,20,20,0,0,0,0,1,0.1,0
2025-12-01,E00789,Human Resources,Gurugram,20,18,1,1,0,1,2,5.0,0
2026-01-01,E00789,Human Resources,Gurugram,23,22,0,1,0,1,0,7.3,1
2026-02-01,E00789,Human Resources,Gurugram,23,20,2,0,1,1,1,5.6,0
2026-03-01,E00789,Human Resources,Gurugram,22,21,1,0,0,0,1,0.0,0
2026-04-01,E00789,Human Resources,Gurugram,22,17,4,1,0,1,2,0.0,2
2026-05-01,E00789,Human Resources,Gurugram,21,19,2,0,0,0,2,8.1,0
2026-06-01,E00789,Human Resources,Gurugram,23,21,2,0,0,0,1,13.2,0
2024-09-01,E00790,Human Resources,Chennai,22,22,0,0,0,0,10,0.0,2
2024-10-01,E00790,Human Resources,Chennai,23,22,1,0,0,0,2,0.0,0
2024-11-01,E00790,Human Resources,Chennai,22,22,0,0,0,0,8,0.0,3
2024-12-01,E00790,Human Resources,Chennai,21,18,2,0,1,1,5,0.0,2
2025-01-01,E00790,Human Resources,Chennai,20,16,2,1,1,2,12,3.4,1
2025-02-01,E00790,Human Resources,Chennai,22,19,3,0,0,0,0,5.2,2
2025-03-01,E00790,Human Resources,Chennai,22,19,3,0,0,0,2,0.0,3
2025-04-01,E00790,Human Resources,Chennai,23,17,4,0,2,2,3,10.2,3
2025-05-01,E00790,Human Resources,Chennai,20,17,3,0,0,0,2,0.0,2
2025-06-01,E00790,Human Resources,Chennai,22,19,0,1,2,3,9,11.0,0
2025-07-01,E00790,Human Resources,Chennai,22,20,1,1,0,1,1,1.9,0
2025-08-01,E00790,Human Resources,Chennai,23,21,2,0,0,0,6,4.9,0
2025-09-01,E00790,Human Resources,Chennai,22,19,3,0,0,0,8,0.0,1
2025-10-01,E00790,Human Resources,Chennai,22,20,2,0,0,0,9,0.0,3
2025-11-01,E00790,Human Resources,Chennai,23,21,1,1,0,1,5,2.8,3
2025-12-01,E00790,Human Resources,Chennai,22,21,1,0,0,0,10,12.5,0
2026-01-01,E00790,Human Resources,Chennai,22,20,2,0,0,0,1,1.7,0
2026-02-01,E00790,Human Resources,Chennai,22,19,3,0,0,0,9,0.0,3
2026-03-01,E00790,Human Resources,Chennai,20,17,3,0,0,0,8,0.0,1
2026-04-01,E00790,Human Resources,Chennai,21,21,0,0,0,0,11,5.9,1
2026-05-01,E00790,Human Resources,Chennai,23,21,2,0,0,0,9,0.0,0
2026-06-01,E00790,Human Resources,Chennai,21,18,3,0,0,0,7,8.4,0
2026-07-01,E00790,Human Resources,Chennai,20,19,1,0,0,0,0,7.0,2
2026-08-01,E00790,Human Resources,Chennai,22,21,0,1,0,1,12,6.6,0
2024-09-01,E00791,Marketing,Bengaluru,22,22,0,0,0,0,9,0.0,1
2024-10-01,E00791,Marketing,Bengaluru,23,20,1,2,0,2,0,0.0,2
2024-11-01,E00791,Marketing,Bengaluru,22,16,2,4,0,4,3,11.4,0
2024-12-01,E00791,Marketing,Bengaluru,22,20,0,2,0,2,4,5.6,1
2025-01-01,E00791,Marketing,Bengaluru,21,19,1,1,0,1,0,9.6,0
2024-09-01,E00792,Technology,Mumbai,21,19,2,0,0,0,8,0.0,0
2024-10-01,E00792,Technology,Mumbai,23,21,0,2,0,2,6,9.5,0
2024-11-01,E00792,Technology,Mumbai,22,21,1,0,0,0,0,7.5,1
2024-12-01,E00792,Technology,Mumbai,22,22,0,0,0,0,6,15.3,2
2025-01-01,E00792,Technology,Mumbai,22,17,2,3,0,3,10,2.5,2
2025-02-01,E00792,Technology,Mumbai,21,19,2,0,0,0,9,10.5,3
2025-03-01,E00792,Technology,Mumbai,21,21,0,0,0,0,7,6.0,3
2025-04-01,E00792,Technology,Mumbai,20,16,3,0,1,1,3,12.2,3
2025-05-01,E00792,Technology,Mumbai,20,15,2,3,0,3,6,15.3,1
2025-06-01,E00792,Technology,Mumbai,20,17,3,0,0,0,12,3.9,3
2025-07-01,E00792,Technology,Mumbai,22,19,0,0,3,3,8,14.3,1
2025-08-01,E00792,Technology,Mumbai,23,20,1,2,0,2,7,7.3,3
2025-09-01,E00792,Technology,Mumbai,20,18,0,2,0,2,11,5.1,2
2025-10-01,E00792,Technology,Mumbai,23,22,0,0,1,1,12,17.2,2
2025-11-01,E00792,Technology,Mumbai,22,19,2,1,0,1,10,9.0,2
2025-12-01,E00792,Technology,Mumbai,22,20,2,0,0,0,4,2.6,2
2026-01-01,E00792,Technology,Mumbai,23,22,1,0,0,0,10,0.6,3
2026-02-01,E00792,Technology,Mumbai,21,18,1,2,0,2,7,15.3,1
2026-03-01,E00792,Technology,Mumbai,22,22,0,0,0,0,7,8.9,1
2026-04-01,E00792,Technology,Mumbai,23,21,2,0,0,0,1,14.3,0
2026-05-01,E00792,Technology,Mumbai,22,19,2,0,1,1,2,15.2,2
2026-06-01,E00792,Technology,Mumbai,22,21,1,0,0,0,8,2.3,2
2026-07-01,E00792,Technology,Mumbai,20,18,2,0,0,0,0,6.7,1
2026-08-01,E00792,Technology,Mumbai,21,16,3,2,0,2,0,10.1,3
2024-09-01,E00793,Sales,Pune,21,19,1,1,0,1,12,10.2,3
2024-10-01,E00793,Sales,Pune,22,21,1,0,0,0,1,9.3,0
2024-11-01,E00793,Sales,Pune,23,21,2,0,0,0,4,13.2,3
2024-12-01,E00793,Sales,Pune,20,17,2,0,1,1,4,0.0,2
2025-01-01,E00793,Sales,Pune,20,18,2,0,0,0,7,12.9,0
2025-02-01,E00793,Sales,Pune,21,20,1,0,0,0,6,9.6,2
2025-03-01,E00793,Sales,Pune,22,20,2,0,0,0,12,11.6,1
2025-04-01,E00793,Sales,Pune,20,19,1,0,0,0,6,6.1,0
2025-05-01,E00793,Sales,Pune,23,21,1,0,1,1,3,8.6,1
2025-06-01,E00793,Sales,Pune,20,19,1,0,0,0,3,5.6,3
2025-07-01,E00793,Sales,Pune,23,21,2,0,0,0,0,9.0,2
2025-08-01,E00793,Sales,Pune,21,18,3,0,0,0,12,12.9,1
2025-09-01,E00793,Sales,Pune,23,22,1,0,0,0,4,0.0,3
2025-10-01,E00793,Sales,Pune,22,22,0,0,0,0,5,9.9,1
2025-11-01,E00793,Sales,Pune,22,17,2,3,0,3,10,0.7,3
2025-12-01,E00793,Sales,Pune,20,16,3,1,0,1,8,6.0,3
2026-01-01,E00793,Sales,Pune,22,19,2,1,0,1,6,8.7,2
2026-02-01,E00793,Sales,Pune,22,21,1,0,0,0,3,0.0,1
2026-03-01,E00793,Sales,Pune,21,18,3,0,0,0,6,11.2,1
2026-04-01,E00793,Sales,Pune,23,20,2,0,1,1,0,0.7,0
