Employee_ID,Effective_Date,Grade,Base_Salary_INR,Variable_Pay_INR,Total_Compensation_INR,Compa_Ratio,Change_Reason
E00837,2024-04-01,G3,871500.0,56700.0,928200.0,1.15,Market Correction
E00837,2025-04-01,G3,964400.0,55600.0,1020100.0,1.27,Annual Review
E00837,2026-04-01,G3,1091100.0,52000.0,1143100.0,1.44,Joining
E00838,2022-04-01,G6,2770200.0,273400.0,3043600.0,1.11,Market Correction
E00838,2023-04-01,G6,3011900.0,437200.0,3449100.0,1.2,Annual Review
E00838,2024-04-01,G6,3149600.0,221100.0,3370700.0,1.26,Joining
E00838,2025-04-01,G6,3535700.0,308000.0,3843700.0,1.41,Joining
E00838,2026-04-01,G6,3873000.0,233300.0,4106200.0,1.55,Joining
E00840,2022-04-01,G4,881000.0,100000.0,980900.0,0.8,Promotion
E00840,2023-04-01,G4,942500.0,102500.0,1045100.0,0.86,Annual Review
E00840,2024-04-01,G4,1049400.0,62200.0,1111600.0,0.95,Joining
E00840,2025-04-01,G4,1166600.0,91500.0,1258100.0,1.06,Promotion
E00840,2026-04-01,G4,1314000.0,55800.0,1369800.0,1.19,Promotion
E00841,2023-12-09,G2,601500.0,27700.0,629300.0,1.16,Promotion
E00841,2024-04-01,G2,622700.0,37000.0,659700.0,1.2,Market Correction
E00841,2025-04-01,G2,656600.0,83300.0,739900.0,1.26,Promotion
E00841,2026-04-01,G2,728600.0,108300.0,837000.0,1.4,Annual Review
E00842,2026-04-01,G3,688700.0,68800.0,757500.0,0.91,Market Correction
E00843,2024-04-01,G3,676900.0,117800.0,794700.0,0.89,Annual Review
E00843,2025-04-01,G3,703400.0,96900.0,800400.0,0.93,Annual Review
E00843,2026-04-01,G3,754700.0,85000.0,839700.0,0.99,Market Correction
E00844,2023-04-01,G4,1182500.0,166600.0,1349200.0,1.08,Promotion
E00844,2024-04-01,G4,1229500.0,167200.0,1396800.0,1.12,Annual Review
E00844,2025-04-01,G4,1273600.0,80900.0,1354500.0,1.16,Joining
E00844,2026-04-01,G4,1395200.0,125200.0,1520400.0,1.27,Joining
E00845,2022-04-01,G4,959000.0,124900.0,1083800.0,0.87,Annual Review
E00845,2023-04-01,G4,1052800.0,100500.0,1153200.0,0.96,Annual Review
E00845,2024-04-01,G4,1092300.0,98500.0,1190800.0,0.99,Promotion
E00845,2025-04-01,G4,1185000.0,138300.0,1323300.0,1.08,Joining
E00845,2026-04-01,G4,1276500.0,200000.0,1476500.0,1.16,Market Correction
E00846,2022-04-01,G4,969500.0,123300.0,1092700.0,0.88,Promotion
E00846,2023-04-01,G4,1078700.0,194600.0,1273200.0,0.98,Market Correction
E00846,2024-04-01,G4,1114000.0,220100.0,1334100.0,1.01,Annual Review
E00846,2025-04-01,G4,1190300.0,178300.0,1368600.0,1.08,Promotion
E00846,2026-04-01,G4,1329900.0,163400.0,1493300.0,1.21,Market Correction
E00847,2025-07-11,G5,1606200.0,253700.0,1859900.0,0.97,Promotion
E00847,2026-04-01,G5,1786800.0,200500.0,1987300.0,1.08,Promotion
E00848,2025-11-17,G3,778300.0,90900.0,869200.0,1.02,Joining
E00848,2026-04-01,G3,885300.0,93200.0,978400.0,1.16,Joining
E00849,2026-04-01,G5,1800400.0,98900.0,1899300.0,1.09,Joining
E00850,2022-04-01,G3,631100.0,38300.0,669400.0,0.83,Joining
E00851,2022-04-01,G3,819200.0,34900.0,854100.0,1.08,Joining
E00851,2023-04-01,G3,904200.0,108300.0,1012500.0,1.19,Annual Review
E00851,2024-04-01,G3,971500.0,157600.0,1129100.0,1.28,Market Correction
E00852,2025-11-15,G4,1010700.0,97800.0,1108500.0,0.92,Joining
E00852,2026-04-01,G4,1094300.0,137900.0,1232200.0,0.99,Promotion
E00853,2025-04-13,G4,994900.0,192700.0,1187600.0,0.9,Annual Review
E00853,2026-04-01,G4,1125500.0,96500.0,1222000.0,1.02,Annual Review
E00854,2022-04-05,G3,633800.0,69500.0,703300.0,0.83,Joining
E00854,2023-04-01,G3,715400.0,101000.0,816400.0,0.94,Market Correction
E00854,2024-04-01,G3,743700.0,136600.0,880300.0,0.98,Joining
E00854,2025-04-01,G3,766700.0,79500.0,846100.0,1.01,Annual Review
E00854,2026-04-01,G3,830900.0,87700.0,918500.0,1.09,Market Correction
E00855,2023-04-12,G3,792600.0,106300.0,898900.0,1.04,Promotion
E00855,2024-04-01,G3,853900.0,98700.0,952600.0,1.12,Joining
E00856,2022-04-01,G2,473300.0,90000.0,563400.0,0.91,Promotion
E00856,2023-04-01,G2,537000.0,25400.0,562400.0,1.03,Annual Review
E00856,2024-04-01,G2,610000.0,26800.0,636800.0,1.17,Annual Review
E00856,2025-04-01,G2,674500.0,83300.0,757800.0,1.3,Joining
E00856,2026-04-01,G2,698000.0,108500.0,806500.0,1.34,Promotion
E00857,2022-04-01,G1,406600.0,44200.0,450800.0,1.13,Market Correction
E00857,2023-04-01,G1,462900.0,18900.0,481800.0,1.29,Joining
E00857,2024-04-01,G1,502900.0,59000.0,561900.0,1.4,Annual Review
E00857,2025-04-01,G1,520700.0,101900.0,622700.0,1.45,Market Correction
E00857,2026-04-01,G1,556500.0,28500.0,585100.0,1.55,Market Correction
E00858,2022-04-01,G4,1030800.0,59100.0,1090000.0,0.94,Promotion
E00858,2023-04-01,G4,1154300.0,100600.0,1254800.0,1.05,Joining
E00858,2024-04-01,G4,1223500.0,118800.0,1342300.0,1.11,Promotion
E00858,2025-04-01,G4,1363600.0,217300.0,1580900.0,1.24,Joining
E00858,2026-04-01,G4,1470800.0,69400.0,1540100.0,1.34,Market Correction
E00859,2022-04-01,G3,846200.0,104000.0,950200.0,1.11,Joining
E00859,2023-04-01,G3,914000.0,115600.0,1029500.0,1.2,Joining
E00859,2024-04-01,G3,1025700.0,154700.0,1180400.0,1.35,Joining
E00859,2025-04-01,G3,1103000.0,83400.0,1186500.0,1.45,Annual Review
E00859,2026-04-01,G3,1148200.0,220100.0,1368400.0,1.51,Market Correction
E00860,2024-09-09,G1,288100.0,23100.0,311300.0,0.8,Annual Review
E00860,2025-04-01,G1,327100.0,26100.0,353200.0,0.91,Promotion
E00861,2026-05-27,G2,497800.0,91100.0,588900.0,0.96,Joining
E00862,2022-04-01,G3,631100.0,45800.0,676900.0,0.83,Joining
E00862,2023-04-01,G3,666700.0,94800.0,761400.0,0.88,Joining
E00862,2024-04-01,G3,745200.0,93100.0,838300.0,0.98,Promotion
E00862,2025-04-01,G3,807900.0,59300.0,867300.0,1.06,Joining
E00862,2026-04-01,G3,870000.0,124000.0,994000.0,1.14,Joining
E00863,2022-04-01,G3,851500.0,69000.0,920500.0,1.12,Annual Review
E00863,2023-04-01,G3,886400.0,119500.0,1005900.0,1.17,Promotion
E00863,2024-04-01,G3,964600.0,129500.0,1094000.0,1.27,Market Correction
E00863,2025-04-01,G3,1088100.0,147700.0,1235800.0,1.43,Market Correction
E00863,2026-04-01,G3,1216900.0,223100.0,1440000.0,1.6,Annual Review
E00864,2024-04-01,G3,821300.0,36600.0,857900.0,1.08,Joining
E00864,2025-04-01,G3,873100.0,144100.0,1017200.0,1.15,Joining
E00864,2026-04-01,G3,935000.0,50500.0,985500.0,1.23,Market Correction
E00865,2022-04-01,G3,871200.0,61000.0,932200.0,1.15,Joining
E00866,2025-06-20,G1,316900.0,46300.0,363300.0,0.88,Market Correction
E00866,2026-04-01,G1,349800.0,31400.0,381200.0,0.97,Market Correction
E00867,2022-06-06,G3,737100.0,136200.0,873300.0,0.97,Market Correction
E00867,2023-04-01,G3,795600.0,158000.0,953600.0,1.05,Annual Review
E00867,2024-04-01,G3,877300.0,155600.0,1032900.0,1.15,Market Correction
E00867,2025-04-01,G3,927200.0,39400.0,966600.0,1.22,Annual Review
E00867,2026-04-01,G3,1051900.0,190000.0,1241900.0,1.38,Market Correction
E00868,2024-08-16,G3,640100.0,76700.0,716800.0,0.84,Annual Review
E00868,2025-04-01,G3,723900.0,128500.0,852400.0,0.95,Annual Review
E00868,2026-04-01,G3,759200.0,37300.0,796500.0,1.0,Market Correction
E00870,2025-08-10,G1,381900.0,25000.0,406900.0,1.06,Promotion
E00870,2026-04-01,G1,400800.0,29300.0,430200.0,1.11,Annual Review
E00871,2023-05-21,G5,1451600.0,133300.0,1584900.0,0.88,Annual Review
E00871,2024-04-01,G5,1516800.0,219000.0,1735800.0,0.92,Promotion
E00871,2025-04-01,G5,1604000.0,201100.0,1805100.0,0.97,Promotion
E00871,2026-04-01,G5,1668600.0,133000.0,1801600.0,1.01,Market Correction
E00872,2022-04-01,G5,1891200.0,114600.0,2005700.0,1.15,Market Correction
E00872,2023-04-01,G5,1960700.0,145500.0,2106200.0,1.19,Promotion
E00872,2024-04-01,G5,2115600.0,301200.0,2416800.0,1.28,Market Correction
E00872,2025-04-01,G5,2216100.0,177100.0,2393300.0,1.34,Joining
E00872,2026-04-01,G5,2514800.0,459600.0,2974400.0,1.52,Annual Review
E00873,2025-08-07,G3,865500.0,57000.0,922500.0,1.14,Joining
E00873,2026-04-01,G3,918600.0,50300.0,968900.0,1.21,Promotion
E00874,2022-04-01,G3,726800.0,140900.0,867700.0,0.96,Joining
E00875,2022-04-01,G2,447300.0,45600.0,493000.0,0.86,Promotion
E00875,2023-04-01,G2,478500.0,33000.0,511500.0,0.92,Annual Review
E00875,2024-04-01,G2,509300.0,43800.0,553100.0,0.98,Joining
E00875,2025-04-01,G2,547300.0,108100.0,655400.0,1.05,Joining
E00875,2026-04-01,G2,575400.0,48500.0,624000.0,1.11,Promotion
E00876,2024-04-01,G4,1084200.0,99300.0,1183500.0,0.99,Promotion
E00876,2025-04-01,G4,1149100.0,60200.0,1209300.0,1.04,Joining
E00876,2026-04-01,G4,1268500.0,149700.0,1418100.0,1.15,Annual Review
E00877,2022-04-01,G2,562700.0,109000.0,671700.0,1.08,Promotion
E00877,2023-04-01,G2,638700.0,126100.0,764800.0,1.23,Joining
E00877,2024-04-01,G2,723600.0,86800.0,810300.0,1.39,Joining
E00877,2025-04-01,G2,769000.0,41600.0,810700.0,1.48,Market Correction
E00877,2026-04-01,G2,798000.0,113200.0,911100.0,1.53,Annual Review
E00878,2022-04-01,G2,596900.0,78400.0,675300.0,1.15,Market Correction
E00878,2023-04-01,G2,615900.0,82300.0,698200.0,1.18,Promotion
E00878,2024-04-01,G2,699100.0,29200.0,728300.0,1.34,Promotion
E00878,2025-04-01,G2,793300.0,157100.0,950400.0,1.53,Joining
E00878,2026-04-01,G2,826700.0,117800.0,944500.0,1.59,Annual Review
E00879,2024-05-13,G3,722200.0,143400.0,865600.0,0.95,Joining
E00879,2025-04-01,G3,755900.0,98600.0,854600.0,0.99,Joining
E00879,2026-04-01,G3,807500.0,113800.0,921300.0,1.06,Annual Review
E00880,2022-04-01,G2,525000.0,28300.0,553300.0,1.01,Annual Review
E00880,2023-04-01,G2,564700.0,23600.0,588300.0,1.09,Promotion
E00880,2024-04-01,G2,610400.0,34300.0,644700.0,1.17,Promotion
E00880,2025-04-01,G2,687100.0,123500.0,810600.0,1.32,Promotion
E00880,2026-04-01,G2,774100.0,64700.0,838700.0,1.49,Market Correction
E00881,2024-04-01,G1,372700.0,24100.0,396800.0,1.04,Promotion
E00881,2025-04-01,G1,407600.0,56400.0,464100.0,1.13,Promotion
E00881,2026-04-01,G1,426600.0,72800.0,499400.0,1.19,Market Correction
E00882,2022-04-01,G5,1579700.0,226000.0,1805700.0,0.96,Market Correction
E00882,2023-04-01,G5,1736900.0,105300.0,1842200.0,1.05,Joining
E00882,2024-04-01,G5,1948600.0,222700.0,2171300.0,1.18,Annual Review
E00882,2025-04-01,G5,2105700.0,403600.0,2509300.0,1.28,Market Correction
E00882,2026-04-01,G5,2376700.0,427000.0,2803700.0,1.44,Promotion
E00883,2025-10-11,G4,978100.0,72500.0,1050600.0,0.89,Joining
E00883,2026-04-01,G4,1070700.0,134100.0,1204800.0,0.97,Market Correction
E00884,2022-04-01,G3,812900.0,62400.0,875300.0,1.07,Annual Review
E00884,2023-04-01,G3,903200.0,175400.0,1078500.0,1.19,Annual Review
E00884,2024-04-01,G3,985400.0,90600.0,1076000.0,1.3,Joining
E00884,2025-04-01,G3,1043800.0,203300.0,1247200.0,1.37,Market Correction
E00884,2026-04-01,G3,1167000.0,175300.0,1342300.0,1.54,Promotion
E00885,2022-04-01,G1,348300.0,56700.0,404900.0,0.97,Annual Review
E00885,2023-04-01,G1,392900.0,68000.0,460900.0,1.09,Joining
E00885,2024-04-01,G1,433200.0,55600.0,488800.0,1.2,Annual Review
E00885,2025-04-01,G1,485400.0,67000.0,552400.0,1.35,Annual Review
E00885,2026-04-01,G1,535900.0,41700.0,577700.0,1.49,Market Correction
E00886,2025-05-16,G1,301900.0,23700.0,325500.0,0.84,Promotion
E00886,2026-04-01,G1,315300.0,28600.0,343800.0,0.88,Promotion
E00887,2025-04-22,G2,424700.0,22300.0,447000.0,0.82,Promotion
E00887,2026-04-01,G2,441000.0,69000.0,510000.0,0.85,Promotion
E00888,2025-11-28,G2,504500.0,38600.0,543100.0,0.97,Joining
E00888,2026-04-01,G2,542400.0,103500.0,645800.0,1.04,Annual Review
E00889,2022-04-01,G4,939400.0,119500.0,1058900.0,0.85,Annual Review
E00890,2022-04-01,G3,644900.0,94500.0,739300.0,0.85,Joining
E00890,2023-04-01,G3,729500.0,130100.0,859600.0,0.96,Joining
E00890,2024-04-01,G3,812800.0,136300.0,949100.0,1.07,Promotion
E00890,2025-04-01,G3,925400.0,81800.0,1007200.0,1.22,Promotion
E00890,2026-04-01,G3,1003800.0,175500.0,1179300.0,1.32,Annual Review
E00891,2022-04-01,G4,1085500.0,59400.0,1144900.0,0.99,Promotion
E00891,2023-04-01,G4,1204300.0,195000.0,1399300.0,1.09,Promotion
E00891,2024-04-01,G4,1354200.0,192600.0,1546900.0,1.23,Promotion
E00891,2025-04-01,G4,1491900.0,269000.0,1760900.0,1.36,Annual Review
E00891,2026-04-01,G4,1627800.0,132000.0,1759700.0,1.48,Annual Review
E00892,2022-07-22,G1,289800.0,23600.0,313400.0,0.81,Market Correction
E00892,2023-04-01,G1,300200.0,40100.0,340400.0,0.83,Market Correction
E00892,2024-04-01,G1,333300.0,42900.0,376200.0,0.93,Market Correction
E00892,2025-04-01,G1,349200.0,69000.0,418200.0,0.97,Joining
E00892,2026-04-01,G1,360600.0,60400.0,421000.0,1.0,Promotion
E00893,2026-04-01,G2,428600.0,57000.0,485600.0,0.82,Promotion
E00894,2025-05-03,G1,344200.0,35000.0,379100.0,0.96,Joining
E00894,2026-04-01,G1,374100.0,67300.0,441400.0,1.04,Market Correction
E00895,2022-04-01,G3,861300.0,136600.0,997800.0,1.13,Annual Review
E00895,2023-04-01,G3,945700.0,161100.0,1106800.0,1.24,Joining
E00895,2024-04-01,G3,1055500.0,46200.0,1101600.0,1.39,Promotion
E00895,2025-04-01,G3,1153500.0,117300.0,1270900.0,1.52,Market Correction
E00895,2026-04-01,G3,1299700.0,109700.0,1409400.0,1.71,Promotion
E00896,2026-04-01,G1,402900.0,18000.0,420900.0,1.12,Joining
E00897,2024-04-01,G3,714600.0,63200.0,777800.0,0.94,Market Correction
E00897,2025-04-01,G3,799400.0,35100.0,834500.0,1.05,Joining
E00897,2026-04-01,G3,866100.0,107500.0,973600.0,1.14,Market Correction
E00898,2024-05-26,G4,1241700.0,134400.0,1376000.0,1.13,Joining
E00898,2025-04-01,G4,1306400.0,226100.0,1532500.0,1.19,Annual Review
E00898,2026-04-01,G4,1439600.0,140900.0,1580400.0,1.31,Market Correction
E00899,2022-04-01,G5,1631500.0,291800.0,1923300.0,0.99,Joining
E00899,2023-04-01,G5,1695900.0,221600.0,1917400.0,1.03,Joining
E00899,2024-04-01,G5,1762200.0,71100.0,1833300.0,1.07,Promotion
E00899,2025-04-01,G5,1980200.0,155400.0,2135600.0,1.2,Promotion
E00900,2022-04-01,G3,870500.0,162700.0,1033100.0,1.15,Market Correction
E00900,2023-04-01,G3,914800.0,95900.0,1010700.0,1.2,Joining
E00900,2024-04-01,G3,949400.0,118000.0,1067400.0,1.25,Annual Review
E00900,2025-04-01,G3,1030100.0,147900.0,1178100.0,1.36,Joining
E00900,2026-04-01,G3,1092000.0,172100.0,1264100.0,1.44,Market Correction
E00901,2022-04-01,G1,336600.0,36800.0,373400.0,0.94,Joining
E00901,2023-04-01,G1,349900.0,19000.0,368900.0,0.97,Annual Review
E00901,2024-04-01,G1,397000.0,73700.0,470700.0,1.1,Annual Review
E00901,2025-04-01,G1,426700.0,66300.0,493000.0,1.19,Promotion
E00902,2022-04-01,G1,325500.0,63900.0,389400.0,0.9,Market Correction
E00902,2023-04-01,G1,338200.0,19900.0,358100.0,0.94,Market Correction
E00902,2024-04-01,G1,377400.0,15500.0,392800.0,1.05,Market Correction
E00902,2025-04-01,G1,389700.0,58400.0,448100.0,1.08,Promotion
E00902,2026-04-01,G1,437900.0,58500.0,496400.0,1.22,Annual Review
E00903,2023-05-13,G4,1252100.0,154900.0,1407000.0,1.14,Promotion
E00903,2024-04-01,G4,1413900.0,141200.0,1555100.0,1.29,Joining
E00904,2022-04-01,G4,1064900.0,182800.0,1247700.0,0.97,Promotion
E00904,2023-04-01,G4,1132000.0,65400.0,1197400.0,1.03,Joining
E00904,2024-04-01,G4,1171100.0,113500.0,1284600.0,1.06,Promotion
E00904,2025-04-01,G4,1254300.0,141300.0,1395500.0,1.14,Market Correction
E00904,2026-04-01,G4,1339000.0,61800.0,1400800.0,1.22,Market Correction
E00905,2022-04-01,G5,1351600.0,114000.0,1465500.0,0.82,Joining
E00905,2023-04-01,G5,1406700.0,185500.0,1592100.0,0.85,Market Correction
E00905,2024-04-01,G5,1578300.0,255300.0,1833600.0,0.96,Annual Review
E00905,2025-04-01,G5,1775500.0,184300.0,1959900.0,1.08,Market Correction
E00905,2026-04-01,G5,1930500.0,85900.0,2016400.0,1.17,Annual Review
E00906,2024-10-18,G3,639900.0,54100.0,693900.0,0.84,Market Correction
E00906,2025-04-01,G3,721900.0,110200.0,832100.0,0.95,Market Correction
E00906,2026-04-01,G3,782200.0,137200.0,919400.0,1.03,Annual Review
E00907,2022-04-01,G4,1034200.0,75000.0,1109200.0,0.94,Joining
E00907,2023-04-01,G4,1066800.0,56700.0,1123500.0,0.97,Promotion
E00907,2024-04-01,G4,1207400.0,69800.0,1277200.0,1.1,Joining
E00907,2025-04-01,G4,1301700.0,116500.0,1418200.0,1.18,Market Correction
E00907,2026-04-01,G4,1481800.0,220900.0,1702700.0,1.35,Annual Review
E00909,2024-04-30,G4,969400.0,44900.0,1014300.0,0.88,Joining
E00909,2025-04-01,G4,1019400.0,79900.0,1099300.0,0.93,Annual Review
E00909,2026-04-01,G4,1083900.0,90200.0,1174100.0,0.99,Promotion
E00910,2022-04-01,G4,885700.0,107100.0,992800.0,0.81,Annual Review
E00910,2023-04-01,G4,970700.0,164200.0,1134900.0,0.88,Annual Review
E00910,2024-04-01,G4,1006900.0,182000.0,1188900.0,0.92,Promotion
E00910,2025-04-01,G4,1141300.0,55900.0,1197200.0,1.04,Annual Review
E00910,2026-04-01,G4,1186600.0,212000.0,1398600.0,1.08,Annual Review
E00911,2023-11-30,G4,1283900.0,100900.0,1384800.0,1.17,Promotion
E00911,2024-04-01,G4,1462800.0,200100.0,1662900.0,1.33,Market Correction
E00911,2025-04-01,G4,1633800.0,279500.0,1913300.0,1.49,Market Correction
E00911,2026-04-01,G4,1720900.0,99100.0,1820000.0,1.56,Annual Review
E00912,2022-04-01,G4,1285600.0,147100.0,1432700.0,1.17,Annual Review
E00912,2023-04-01,G4,1356700.0,141000.0,1497700.0,1.23,Market Correction
E00912,2024-04-01,G4,1546300.0,142100.0,1688400.0,1.41,Joining
E00912,2025-04-01,G4,1654000.0,257600.0,1911600.0,1.5,Promotion
E00912,2026-04-01,G4,1810400.0,229200.0,2039700.0,1.65,Joining
E00913,2022-04-01,G3,873700.0,89800.0,963500.0,1.15,Market Correction
E00913,2023-04-01,G3,958000.0,82000.0,1040000.0,1.26,Joining
E00913,2024-04-01,G3,1040800.0,112600.0,1153300.0,1.37,Promotion
E00913,2025-04-01,G3,1085200.0,196600.0,1281900.0,1.43,Market Correction
E00913,2026-04-01,G3,1184100.0,216700.0,1400800.0,1.56,Promotion
E00914,2022-04-01,G3,696000.0,31400.0,727500.0,0.92,Joining
E00914,2023-04-01,G3,774100.0,108100.0,882200.0,1.02,Market Correction
E00914,2024-04-01,G3,870200.0,131400.0,1001700.0,1.15,Market Correction
E00914,2025-04-01,G3,924900.0,75300.0,1000200.0,1.22,Promotion
E00914,2026-04-01,G3,969400.0,62400.0,1031800.0,1.28,Promotion
E00915,2022-04-01,G3,614800.0,89700.0,704500.0,0.81,Annual Review
E00915,2023-04-01,G3,648600.0,102400.0,751000.0,0.85,Annual Review
E00915,2024-04-01,G3,685200.0,79400.0,764600.0,0.9,Market Correction
E00915,2025-04-01,G3,712900.0,79000.0,791800.0,0.94,Promotion
E00915,2026-04-01,G3,760800.0,132400.0,893200.0,1.0,Joining
E00916,2024-04-01,G1,327300.0,45400.0,372700.0,0.91,Promotion
E00916,2025-04-01,G1,355800.0,18200.0,374100.0,0.99,Promotion
E00916,2026-04-01,G1,371200.0,35700.0,406900.0,1.03,Joining
E00917,2022-04-01,G4,1182000.0,54100.0,1236200.0,1.07,Promotion
E00917,2023-04-01,G4,1232400.0,58800.0,1291300.0,1.12,Market Correction
E00917,2024-04-01,G4,1313000.0,109700.0,1422700.0,1.19,Market Correction
E00917,2025-04-01,G4,1388900.0,221400.0,1610300.0,1.26,Annual Review
E00917,2026-04-01,G4,1560600.0,126100.0,1686700.0,1.42,Promotion
E00919,2022-07-18,G3,694800.0,76700.0,771500.0,0.91,Joining
E00919,2023-04-01,G3,783000.0,142100.0,925100.0,1.03,Joining
E00919,2024-04-01,G3,816400.0,81200.0,897600.0,1.07,Promotion
E00919,2025-04-01,G3,902300.0,129700.0,1032000.0,1.19,Promotion
E00919,2026-04-01,G3,964400.0,169200.0,1133500.0,1.27,Joining
E00920,2022-04-01,G2,533900.0,76000.0,609900.0,1.03,Promotion
E00920,2023-04-01,G2,593100.0,98100.0,691200.0,1.14,Market Correction
E00920,2024-04-01,G2,672200.0,32000.0,704200.0,1.29,Promotion
E00920,2025-04-01,G2,722100.0,144000.0,866200.0,1.39,Promotion
E00920,2026-04-01,G2,815100.0,135300.0,950400.0,1.57,Promotion
E00921,2023-12-03,G3,857300.0,60900.0,918300.0,1.13,Annual Review
E00921,2024-04-01,G3,974600.0,60800.0,1035400.0,1.28,Joining
E00921,2025-04-01,G3,1062600.0,209900.0,1272400.0,1.4,Market Correction
E00921,2026-04-01,G3,1203300.0,116800.0,1320000.0,1.58,Promotion
E00922,2022-04-01,G5,1347000.0,113500.0,1460500.0,0.82,Promotion
E00922,2023-04-01,G5,1492400.0,165700.0,1658100.0,0.9,Promotion
E00922,2024-04-01,G5,1690600.0,294600.0,1985200.0,1.02,Promotion
E00922,2025-04-01,G5,1870800.0,314700.0,2185600.0,1.13,Annual Review
E00922,2026-04-01,G5,2104600.0,136500.0,2241200.0,1.28,Joining
E00923,2022-04-01,G2,416000.0,45800.0,461900.0,0.8,Joining
E00923,2023-04-01,G2,441800.0,76600.0,518300.0,0.85,Promotion
E00923,2024-04-01,G2,469900.0,27400.0,497300.0,0.9,Annual Review
E00923,2025-04-01,G2,494600.0,26300.0,520900.0,0.95,Annual Review
E00923,2026-04-01,G2,514300.0,53900.0,568300.0,0.99,Promotion
E00924,2025-10-10,G4,1295800.0,58400.0,1354200.0,1.18,Market Correction
E00924,2026-04-01,G4,1446100.0,98700.0,1544800.0,1.31,Joining
E00925,2025-06-10,G4,1103300.0,203800.0,1307200.0,1.0,Annual Review
E00925,2026-04-01,G4,1254600.0,221900.0,1476400.0,1.14,Promotion
E00926,2022-04-01,G2,511000.0,58700.0,569700.0,0.98,Joining
E00926,2023-04-01,G2,569200.0,101000.0,670200.0,1.09,Joining
E00926,2024-04-01,G2,596200.0,81800.0,677900.0,1.15,Promotion
E00926,2025-04-01,G2,658200.0,82200.0,740400.0,1.27,Annual Review
E00926,2026-04-01,G2,680700.0,79200.0,759900.0,1.31,Promotion
E00927,2022-04-01,G2,441400.0,56300.0,497800.0,0.85,Annual Review
E00927,2023-04-01,G2,487300.0,32200.0,519600.0,0.94,Market Correction
E00927,2024-04-01,G2,512900.0,54300.0,567200.0,0.99,Promotion
E00927,2025-04-01,G2,544400.0,39100.0,583500.0,1.05,Joining
E00927,2026-04-01,G2,574100.0,113200.0,687300.0,1.1,Promotion
E00928,2022-08-25,G3,799200.0,94800.0,894000.0,1.05,Market Correction
E00928,2023-04-01,G3,834300.0,135900.0,970200.0,1.1,Market Correction
E00928,2024-04-01,G3,890200.0,54400.0,944500.0,1.17,Market Correction
E00928,2025-04-01,G3,991500.0,91300.0,1082700.0,1.3,Annual Review
E00928,2026-04-01,G3,1047600.0,55000.0,1102600.0,1.38,Market Correction
E00929,2026-05-22,G2,605200.0,65800.0,671000.0,1.16,Promotion
E00930,2022-04-01,G1,358400.0,60400.0,418800.0,1.0,Joining
E00930,2023-04-01,G1,376000.0,66600.0,442600.0,1.04,Annual Review
E00930,2024-04-01,G1,399600.0,40200.0,439800.0,1.11,Joining
E00930,2025-04-01,G1,434500.0,25400.0,459900.0,1.21,Market Correction
E00930,2026-04-01,G1,475200.0,53500.0,528700.0,1.32,Joining
E00931,2025-04-01,G3,886500.0,159800.0,1046300.0,1.17,Promotion
E00931,2026-04-01,G3,928400.0,78800.0,1007200.0,1.22,Market Correction
E00932,2023-12-31,G6,2173700.0,107800.0,2281500.0,0.87,Promotion
E00932,2024-04-01,G6,2414100.0,240100.0,2654100.0,0.97,Promotion
E00932,2025-04-01,G6,2663900.0,400300.0,3064100.0,1.07,Market Correction
E00932,2026-04-01,G6,2946700.0,521800.0,3468500.0,1.18,Annual Review
E00933,2022-04-01,G5,1548500.0,115100.0,1663600.0,0.94,Annual Review
E00933,2023-04-01,G5,1721600.0,126100.0,1847700.0,1.04,Joining
E00933,2024-04-01,G5,1835800.0,312700.0,2148400.0,1.11,Annual Review
E00933,2025-04-01,G5,1953100.0,248200.0,2201300.0,1.18,Annual Review
E00933,2026-04-01,G5,2035200.0,326500.0,2361700.0,1.23,Annual Review
E00934,2022-04-01,G1,306600.0,39200.0,345900.0,0.85,Annual Review
E00934,2023-04-01,G1,340500.0,36900.0,377400.0,0.95,Promotion
E00934,2024-04-01,G1,355300.0,54600.0,409800.0,0.99,Market Correction
E00934,2025-04-01,G1,367500.0,43800.0,411400.0,1.02,Annual Review
E00934,2026-04-01,G1,382900.0,40700.0,423700.0,1.06,Annual Review
E00935,2022-04-01,G2,540300.0,59200.0,599500.0,1.04,Annual Review
E00935,2023-04-01,G2,609700.0,71100.0,680800.0,1.17,Joining
E00935,2024-04-01,G2,659400.0,126800.0,786300.0,1.27,Market Correction
E00935,2025-04-01,G2,693700.0,115500.0,809200.0,1.33,Market Correction
E00935,2026-04-01,G2,728600.0,72200.0,800900.0,1.4,Market Correction
E00936,2023-04-30,G3,785900.0,61200.0,847100.0,1.03,Annual Review
E00936,2024-04-01,G3,834300.0,101200.0,935500.0,1.1,Promotion
E00936,2025-04-01,G3,899000.0,139300.0,1038400.0,1.18,Promotion
E00936,2026-04-01,G3,1022600.0,169500.0,1192100.0,1.35,Annual Review
E00937,2025-06-06,G4,1259300.0,162500.0,1421800.0,1.14,Annual Review
E00937,2026-04-01,G4,1398100.0,121200.0,1519300.0,1.27,Annual Review
E00938,2023-10-08,G3,894700.0,36000.0,930700.0,1.18,Promotion
E00938,2024-04-01,G3,945700.0,111500.0,1057300.0,1.24,Market Correction
E00938,2025-04-01,G3,982800.0,74900.0,1057700.0,1.29,Promotion
