Employee_ID,Review_Year,Performance_Rating,Goal_Achievement_Pct,Manager_Rating,Potential_Rating,Performance_Band,Succession_Readiness
E00461,2022,4.0,85.6,3.8,Low,Outstanding,Not Ready
E00461,2023,3.8,86.7,4.1,Low,Meets,Ready 1-2 Years
E00461,2024,3.6,85.8,3.7,High,Meets,Ready Now
E00461,2025,2.8,89.0,2.6,Low,Outstanding,Not Ready
E00461,2026,3.3,82.1,3.3,Medium,Meets,Ready Now
E00462,2026,3.7,84.3,3.7,High,Meets,Ready Now
E00463,2022,2.7,75.4,3.0,Medium,Outstanding,Ready 1-2 Years
E00463,2023,3.1,107.5,2.8,Medium,Outstanding,Ready 1-2 Years
E00463,2024,2.9,71.9,2.8,Medium,Meets,Ready Now
E00463,2025,3.8,76.5,3.8,Medium,Exceeds,Not Ready
E00463,2026,2.6,86.7,2.6,Medium,Meets,Ready 1-2 Years
E00464,2022,3.9,85.6,4.1,High,Meets,Ready Now
E00464,2023,3.7,80.8,3.9,High,Meets,Ready 1-2 Years
E00464,2024,3.4,99.4,3.5,Medium,Meets,Ready 1-2 Years
E00464,2025,4.1,90.0,4.6,High,Outstanding,Not Ready
E00465,2022,2.3,65.0,2.2,Medium,Exceeds,Not Ready
E00465,2023,2.7,81.2,2.7,Medium,Outstanding,Ready Now
E00465,2024,2.6,67.9,2.8,Medium,Partially Meets,Ready 1-2 Years
E00465,2025,2.9,94.0,2.8,Medium,Partially Meets,Ready Now
E00465,2026,2.4,62.7,2.7,High,Exceeds,Ready Now
E00467,2022,3.9,100.9,4.3,Medium,Meets,Ready Now
E00467,2023,3.9,98.5,4.1,Medium,Exceeds,Not Ready
E00467,2024,3.7,78.6,3.3,Medium,Meets,Ready 1-2 Years
E00467,2025,4.0,69.5,3.3,Medium,Meets,Ready 1-2 Years
E00468,2022,3.3,70.9,3.4,High,Partially Meets,Ready 1-2 Years
E00468,2023,3.3,88.8,3.2,Medium,Partially Meets,Not Ready
E00468,2024,2.4,85.6,2.6,Medium,Meets,Ready Now
E00468,2025,2.8,79.0,3.0,High,Exceeds,Not Ready
E00468,2026,2.7,94.9,2.9,Medium,Outstanding,Ready 1-2 Years
E00470,2022,3.7,82.6,3.7,Medium,Partially Meets,Not Ready
E00470,2023,3.7,83.7,4.1,Medium,Outstanding,Not Ready
E00470,2024,3.6,85.0,3.2,Low,Exceeds,Not Ready
E00470,2025,3.5,87.5,4.0,Medium,Meets,Not Ready
E00470,2026,3.3,92.2,3.3,Medium,Exceeds,Ready Now
E00471,2026,3.8,83.6,4.2,High,Outstanding,Ready Now
E00473,2022,3.4,75.2,3.3,High,Meets,Ready 1-2 Years
E00473,2023,3.5,79.1,4.0,Medium,Exceeds,Not Ready
E00473,2024,3.3,91.4,3.5,Medium,Partially Meets,Ready 1-2 Years
E00474,2022,4.4,85.1,4.3,Medium,Partially Meets,Ready Now
E00474,2023,3.4,77.2,3.6,Low,Partially Meets,Ready 1-2 Years
E00474,2024,3.6,75.9,3.4,Medium,Meets,Not Ready
E00474,2025,3.8,92.9,3.0,Medium,Exceeds,Ready Now
E00474,2026,3.7,83.7,3.7,Medium,Meets,Ready Now
E00476,2026,1.7,64.0,1.4,High,Meets,Not Ready
E00477,2022,3.4,70.7,3.1,Medium,Partially Meets,Not Ready
E00477,2023,3.8,73.1,3.7,High,Exceeds,Ready 1-2 Years
E00478,2022,2.1,80.0,1.8,Medium,Partially Meets,Ready 1-2 Years
E00478,2023,2.1,74.7,2.1,Medium,Outstanding,Ready 1-2 Years
E00478,2024,2.0,72.4,1.6,High,Exceeds,Ready 1-2 Years
E00478,2025,2.5,78.2,2.7,Low,Outstanding,Not Ready
E00478,2026,2.3,70.8,2.5,Low,Meets,Ready Now
E00479,2025,2.9,87.9,2.6,Medium,Meets,Ready Now
E00479,2026,3.1,79.6,3.5,Medium,Outstanding,Ready 1-2 Years
E00480,2026,4.1,70.3,3.8,Medium,Meets,Ready Now
E00481,2022,3.6,77.0,3.6,Medium,Meets,Ready Now
E00481,2023,3.1,74.3,2.7,Medium,Meets,Not Ready
E00481,2024,3.0,77.6,2.8,Medium,Meets,Ready Now
E00481,2025,3.1,65.4,3.2,Low,Outstanding,Not Ready
E00482,2022,3.8,102.6,4.1,Medium,Meets,Ready 1-2 Years
E00482,2023,3.6,90.3,3.4,Low,Partially Meets,Ready 1-2 Years
E00482,2024,3.8,94.1,4.1,Medium,Meets,Not Ready
E00482,2025,3.7,83.1,3.3,Low,Outstanding,Not Ready
E00482,2026,3.8,98.0,3.6,Low,Outstanding,Ready 1-2 Years
E00484,2023,4.0,84.7,4.0,Medium,Meets,Ready 1-2 Years
E00484,2024,4.1,93.0,3.9,Medium,Meets,Ready Now
E00484,2025,4.4,92.8,5.0,Medium,Meets,Not Ready
E00484,2026,4.4,86.1,4.8,Low,Outstanding,Not Ready
E00485,2022,3.5,86.3,3.6,Low,Outstanding,Ready 1-2 Years
E00485,2023,2.8,107.6,2.6,High,Partially Meets,Ready 1-2 Years
E00485,2024,2.4,65.2,2.6,Medium,Meets,Ready 1-2 Years
E00485,2025,2.8,67.2,2.7,Low,Meets,Not Ready
E00485,2026,3.8,84.2,4.1,High,Partially Meets,Not Ready
E00486,2022,4.4,110.4,4.7,High,Outstanding,Ready 1-2 Years
E00486,2023,3.8,76.3,4.2,Low,Outstanding,Ready 1-2 Years
E00486,2024,3.5,90.7,3.5,High,Meets,Ready 1-2 Years
E00486,2025,3.7,74.0,3.7,High,Meets,Not Ready
E00486,2026,4.3,98.8,4.4,Medium,Outstanding,Ready 1-2 Years
E00487,2022,3.5,88.6,3.7,Medium,Meets,Ready 1-2 Years
E00487,2023,3.3,80.3,3.1,High,Meets,Not Ready
E00487,2024,3.2,88.0,3.4,Low,Partially Meets,Not Ready
E00487,2025,2.5,77.8,2.2,Medium,Meets,Not Ready
E00487,2026,2.6,86.3,2.2,Low,Meets,Ready Now
E00488,2022,4.8,109.5,4.8,Medium,Partially Meets,Not Ready
E00488,2023,5.0,102.5,4.9,High,Partially Meets,Ready 1-2 Years
E00488,2024,4.9,82.4,4.4,High,Exceeds,Ready Now
E00488,2025,5.0,99.7,5.0,Medium,Meets,Ready Now
E00488,2026,5.0,100.7,5.0,Medium,Meets,Not Ready
E00490,2022,2.9,84.6,3.4,Low,Meets,Ready 1-2 Years
E00490,2023,3.5,89.0,3.1,Medium,Outstanding,Ready Now
E00490,2024,2.7,75.2,2.7,Low,Outstanding,Not Ready
E00490,2025,3.5,82.1,3.9,Medium,Outstanding,Ready Now
E00490,2026,2.7,75.4,2.6,High,Outstanding,Ready Now
E00491,2023,3.8,75.8,4.4,Low,Exceeds,Ready Now
E00491,2024,3.7,96.5,3.8,High,Partially Meets,Not Ready
E00491,2025,3.5,88.3,2.8,Medium,Meets,Ready 1-2 Years
E00491,2026,2.8,77.9,2.8,Medium,Exceeds,Not Ready
E00492,2023,2.6,93.5,2.7,Medium,Exceeds,Ready Now
E00492,2024,2.5,77.3,2.8,Medium,Outstanding,Ready 1-2 Years
E00492,2025,3.2,94.7,3.0,Low,Meets,Ready 1-2 Years
E00492,2026,2.8,79.6,2.6,Medium,Partially Meets,Not Ready
E00493,2025,3.6,85.1,3.1,Medium,Partially Meets,Ready 1-2 Years
E00493,2026,2.7,72.5,2.2,Medium,Meets,Not Ready
E00495,2026,3.5,97.9,3.8,High,Meets,Not Ready
E00496,2023,3.2,95.7,3.2,High,Partially Meets,Not Ready
E00496,2024,3.2,83.7,3.5,Medium,Exceeds,Ready 1-2 Years
E00496,2025,3.1,92.6,3.3,Medium,Meets,Ready Now
E00496,2026,3.3,90.0,3.1,Medium,Outstanding,Not Ready
E00497,2022,4.7,76.2,5.0,Medium,Outstanding,Not Ready
E00497,2023,4.7,101.0,4.9,High,Meets,Ready 1-2 Years
E00497,2024,5.0,104.1,5.0,Medium,Meets,Ready Now
E00497,2025,4.9,99.2,4.9,Medium,Exceeds,Ready 1-2 Years
E00497,2026,4.4,85.7,4.1,Medium,Exceeds,Ready Now
E00498,2022,5.0,98.1,5.0,Medium,Meets,Ready 1-2 Years
E00499,2022,3.9,95.5,3.9,Low,Meets,Ready Now
E00499,2023,4.1,92.7,4.4,Medium,Meets,Ready Now
E00499,2024,4.4,89.5,3.9,Medium,Meets,Not Ready
E00499,2025,4.1,77.4,4.4,Medium,Outstanding,Ready 1-2 Years
E00499,2026,3.4,86.3,3.4,Medium,Exceeds,Ready Now
E00500,2022,4.1,82.6,4.1,Medium,Exceeds,Ready Now
E00500,2023,3.8,99.7,4.3,Low,Exceeds,Ready Now
E00500,2024,4.0,86.7,3.7,High,Meets,Ready 1-2 Years
E00500,2025,4.1,89.5,4.0,Medium,Outstanding,Ready Now
E00500,2026,4.3,94.2,4.2,Medium,Meets,Not Ready
E00501,2024,3.2,78.4,3.5,Medium,Meets,Not Ready
E00501,2025,3.5,82.7,3.8,Medium,Exceeds,Not Ready
E00501,2026,3.5,95.1,3.4,High,Partially Meets,Not Ready
E00502,2022,3.8,106.9,4.0,Medium,Partially Meets,Not Ready
E00502,2023,3.6,98.4,3.9,Medium,Meets,Ready Now
E00502,2024,3.2,84.8,2.9,Low,Meets,Ready Now
E00502,2025,4.4,89.1,4.6,High,Outstanding,Not Ready
E00502,2026,4.3,86.5,4.2,High,Meets,Not Ready
E00503,2022,3.2,60.1,3.0,High,Meets,Ready Now
E00503,2023,3.9,76.7,3.9,Medium,Partially Meets,Ready Now
E00503,2024,2.8,89.8,2.9,Medium,Outstanding,Ready 1-2 Years
E00503,2025,2.6,66.9,2.4,High,Meets,Ready Now
E00503,2026,3.4,63.7,3.5,High,Meets,Ready 1-2 Years
E00504,2023,4.8,102.7,4.5,Medium,Partially Meets,Ready 1-2 Years
E00504,2024,4.2,104.5,4.0,Low,Meets,Not Ready
E00504,2025,4.7,68.0,4.7,Medium,Meets,Ready 1-2 Years
E00504,2026,4.5,82.8,4.2,Low,Outstanding,Ready Now
E00505,2025,2.7,93.0,2.4,Medium,Exceeds,Ready 1-2 Years
E00505,2026,3.0,79.1,2.9,Medium,Meets,Ready 1-2 Years
E00506,2026,2.8,82.4,3.2,Medium,Outstanding,Ready 1-2 Years
E00507,2026,3.0,75.9,2.9,Low,Meets,Not Ready
E00508,2022,2.4,85.3,2.6,Medium,Meets,Not Ready
E00508,2023,2.7,79.4,2.6,High,Meets,Ready 1-2 Years
E00508,2024,2.8,84.8,2.9,Medium,Exceeds,Ready Now
E00508,2025,2.4,77.2,2.0,High,Outstanding,Ready Now
E00508,2026,2.5,90.1,2.7,High,Outstanding,Ready 1-2 Years
E00509,2024,4.1,99.1,3.6,Medium,Outstanding,Ready 1-2 Years
E00509,2025,3.9,90.9,4.0,Medium,Partially Meets,Not Ready
E00510,2024,3.9,68.1,4.0,Medium,Meets,Ready 1-2 Years
E00511,2022,4.3,80.2,4.3,Medium,Meets,Not Ready
E00511,2023,3.5,101.6,3.7,Medium,Partially Meets,Ready Now
E00511,2024,3.8,73.6,3.4,Medium,Outstanding,Ready 1-2 Years
E00511,2025,3.7,78.4,4.0,Medium,Meets,Not Ready
E00511,2026,3.8,87.0,3.7,High,Partially Meets,Ready 1-2 Years
E00513,2022,2.7,78.9,2.6,Medium,Outstanding,Not Ready
E00513,2023,2.3,68.5,2.5,High,Outstanding,Ready Now
E00513,2024,2.1,59.1,2.4,Low,Meets,Ready Now
E00513,2025,2.9,91.5,2.9,Medium,Meets,Ready Now
E00513,2026,2.8,93.8,2.8,Medium,Meets,Ready 1-2 Years
E00514,2025,3.3,86.0,4.0,Medium,Meets,Ready 1-2 Years
E00514,2026,3.9,99.6,4.0,Low,Outstanding,Not Ready
E00515,2026,3.6,57.0,3.4,Medium,Partially Meets,Ready 1-2 Years
E00516,2022,3.3,80.6,3.0,Low,Meets,Not Ready
E00516,2023,3.8,76.8,3.8,Medium,Partially Meets,Ready Now
E00516,2024,3.5,76.1,3.2,Medium,Meets,Ready 1-2 Years
E00516,2025,3.4,97.4,3.2,Medium,Partially Meets,Ready 1-2 Years
E00516,2026,3.5,80.9,3.2,Medium,Partially Meets,Not Ready
E00517,2022,2.8,78.8,2.9,High,Exceeds,Not Ready
E00517,2023,2.6,68.2,2.0,High,Meets,Ready Now
E00517,2024,2.4,79.6,2.2,High,Partially Meets,Not Ready
E00517,2025,2.5,91.9,2.6,Medium,Meets,Ready Now
E00517,2026,3.1,81.2,3.6,High,Partially Meets,Ready Now
E00518,2025,4.1,89.8,4.1,Medium,Meets,Ready 1-2 Years
E00518,2026,3.9,92.4,3.9,Medium,Meets,Ready 1-2 Years
E00519,2023,2.7,68.4,2.6,High,Meets,Ready 1-2 Years
E00519,2024,3.3,55.5,3.1,Medium,Partially Meets,Ready 1-2 Years
E00519,2025,3.3,91.8,2.9,Medium,Meets,Not Ready
E00519,2026,2.9,89.1,2.5,Low,Meets,Ready 1-2 Years
E00520,2024,5.0,97.5,4.8,Medium,Meets,Ready Now
E00520,2025,5.0,95.6,5.0,Medium,Outstanding,Ready Now
E00520,2026,5.0,94.4,4.3,High,Meets,Ready Now
E00521,2022,3.9,93.2,3.9,Medium,Exceeds,Ready Now
E00521,2023,3.3,82.6,4.0,Medium,Partially Meets,Not Ready
E00521,2024,4.5,92.0,4.3,Medium,Meets,Not Ready
E00521,2025,3.1,94.5,3.4,Low,Meets,Ready Now
E00521,2026,3.4,89.1,3.3,Medium,Outstanding,Not Ready
E00522,2022,3.9,80.4,3.8,Medium,Outstanding,Ready 1-2 Years
E00522,2023,3.7,83.5,3.8,Medium,Meets,Not Ready
E00522,2024,3.5,82.6,3.3,Medium,Meets,Not Ready
E00522,2025,2.8,75.3,3.1,Medium,Outstanding,Ready Now
E00522,2026,3.5,78.2,3.8,High,Partially Meets,Ready Now
E00523,2022,4.4,105.2,3.9,Medium,Meets,Ready 1-2 Years
E00523,2023,4.8,91.0,5.0,Medium,Outstanding,Ready 1-2 Years
E00523,2024,5.0,99.5,5.0,Medium,Partially Meets,Ready Now
E00523,2025,4.3,100.1,4.4,Medium,Meets,Not Ready
E00523,2026,4.2,78.9,3.8,High,Partially Meets,Not Ready
E00524,2022,4.5,77.0,4.6,High,Exceeds,Ready 1-2 Years
E00524,2023,4.5,75.4,4.8,Medium,Exceeds,Ready Now
E00524,2024,4.2,98.6,4.0,Medium,Outstanding,Ready Now
E00524,2025,4.3,80.3,4.7,High,Exceeds,Ready Now
E00524,2026,4.5,111.6,5.0,Medium,Meets,Ready 1-2 Years
E00525,2022,1.6,68.0,1.7,Medium,Meets,Ready Now
E00525,2023,2.3,65.4,2.1,Medium,Outstanding,Ready 1-2 Years
E00525,2024,2.3,78.5,2.3,Medium,Meets,Not Ready
E00525,2025,2.0,64.0,2.0,Low,Exceeds,Not Ready
E00525,2026,1.8,83.2,1.9,Low,Exceeds,Ready Now
E00527,2023,3.8,80.8,4.0,High,Meets,Ready Now
E00527,2024,3.6,87.5,3.2,High,Meets,Ready Now
E00527,2025,4.2,84.0,4.4,Medium,Partially Meets,Ready 1-2 Years
E00527,2026,3.9,86.9,3.7,Low,Outstanding,Not Ready
E00528,2025,4.1,101.2,4.6,Medium,Exceeds,Ready 1-2 Years
E00528,2026,3.8,92.0,4.2,High,Outstanding,Not Ready
E00529,2026,2.2,60.6,2.6,Medium,Meets,Not Ready
E00531,2025,4.0,86.0,4.3,Medium,Meets,Ready Now
E00531,2026,3.3,91.1,3.3,Medium,Partially Meets,Not Ready
E00532,2022,4.2,90.3,4.2,Medium,Partially Meets,Ready Now
E00532,2023,4.5,86.1,4.8,Medium,Exceeds,Ready Now
E00532,2024,4.1,89.4,4.7,Medium,Partially Meets,Ready Now
E00532,2025,4.3,79.2,4.3,Medium,Meets,Ready 1-2 Years
E00532,2026,4.1,90.7,4.8,Medium,Outstanding,Ready 1-2 Years
E00533,2023,2.5,88.6,2.3,Low,Partially Meets,Ready Now
E00533,2024,2.5,87.2,2.8,Medium,Meets,Ready 1-2 Years
E00533,2025,2.2,86.5,2.5,High,Outstanding,Ready 1-2 Years
E00533,2026,1.8,82.7,2.2,Low,Meets,Ready 1-2 Years
E00535,2024,3.2,70.8,3.3,High,Exceeds,Not Ready
E00535,2025,2.7,100.4,3.2,Medium,Meets,Not Ready
E00535,2026,2.4,60.2,2.4,High,Exceeds,Ready 1-2 Years
E00536,2022,2.4,83.3,2.4,Medium,Partially Meets,Ready Now
E00536,2023,3.2,70.8,3.4,Medium,Partially Meets,Not Ready
E00536,2024,2.8,98.8,2.6,Medium,Partially Meets,Ready 1-2 Years
E00536,2025,3.4,75.4,3.6,High,Partially Meets,Ready 1-2 Years
E00536,2026,3.1,89.3,2.8,Low,Meets,Ready Now
E00537,2022,3.8,77.8,3.9,Medium,Meets,Not Ready
E00537,2023,4.0,98.7,4.3,Low,Outstanding,Ready Now
E00537,2024,3.7,78.4,4.1,Medium,Outstanding,Ready Now
E00537,2025,3.8,79.8,3.7,Medium,Exceeds,Ready 1-2 Years
E00537,2026,2.9,77.8,2.9,Medium,Partially Meets,Ready Now
E00538,2023,3.9,89.6,4.4,Low,Meets,Ready Now
E00538,2024,4.0,85.1,3.8,High,Meets,Ready Now
E00539,2022,2.8,77.2,2.5,Medium,Exceeds,Not Ready
E00539,2023,3.4,101.8,3.1,High,Partially Meets,Not Ready
E00539,2024,3.9,74.3,3.9,High,Outstanding,Not Ready
E00539,2025,3.2,88.7,3.1,Low,Outstanding,Not Ready
E00539,2026,3.3,81.3,3.3,Medium,Exceeds,Ready Now
E00540,2022,3.4,93.0,3.6,Low,Meets,Not Ready
E00540,2023,2.9,79.6,2.9,Medium,Outstanding,Not Ready
E00540,2024,3.4,67.1,3.9,Medium,Outstanding,Not Ready
E00540,2025,3.3,86.3,3.7,Low,Partially Meets,Ready 1-2 Years
E00540,2026,2.9,83.9,3.3,Medium,Meets,Not Ready
E00541,2023,1.8,80.7,2.1,Medium,Meets,Ready Now
E00541,2024,1.5,66.6,1.6,Medium,Partially Meets,Ready 1-2 Years
E00541,2025,2.4,73.9,2.6,High,Partially Meets,Not Ready
E00541,2026,2.4,74.7,2.2,Medium,Outstanding,Ready Now
E00542,2024,3.8,91.5,3.6,Low,Outstanding,Ready Now
E00542,2025,4.9,104.6,4.9,Medium,Partially Meets,Not Ready
E00542,2026,4.2,90.6,4.7,High,Exceeds,Ready 1-2 Years
E00543,2023,3.0,85.0,3.0,Medium,Meets,Ready 1-2 Years
E00543,2024,3.2,74.7,3.2,Low,Outstanding,Not Ready
E00543,2025,3.5,79.2,3.7,Medium,Meets,Ready 1-2 Years
E00543,2026,3.1,90.8,3.6,High,Outstanding,Ready 1-2 Years
E00544,2024,2.7,64.5,2.3,Medium,Outstanding,Ready Now
E00544,2025,4.2,100.6,4.1,Low,Outstanding,Ready Now
E00544,2026,3.2,93.2,3.1,Low,Exceeds,Ready Now
E00545,2022,2.7,63.9,2.4,Medium,Meets,Not Ready
E00545,2023,2.6,71.4,2.8,Medium,Exceeds,Ready Now
E00545,2024,1.7,62.5,1.8,Medium,Meets,Ready 1-2 Years
E00545,2025,2.8,78.0,2.3,Medium,Meets,Ready 1-2 Years
E00545,2026,2.5,98.7,2.6,High,Exceeds,Ready 1-2 Years
E00546,2022,3.7,85.9,4.2,Low,Partially Meets,Ready Now
E00546,2023,4.3,87.5,4.6,High,Meets,Not Ready
E00549,2024,2.7,61.5,2.8,Medium,Meets,Ready Now
E00549,2025,4.0,83.7,4.3,High,Outstanding,Ready Now
E00549,2026,3.6,90.2,3.2,Medium,Outstanding,Not Ready
E00550,2025,2.5,90.4,2.8,Medium,Partially Meets,Not Ready
E00550,2026,1.9,75.4,2.0,High,Meets,Ready 1-2 Years
E00551,2024,4.3,76.2,4.7,Medium,Exceeds,Ready Now
E00551,2025,4.5,88.6,4.6,Medium,Meets,Not Ready
E00551,2026,4.4,106.3,4.7,Medium,Outstanding,Ready 1-2 Years
E00552,2023,3.3,93.4,3.6,Low,Exceeds,Ready Now
E00553,2022,4.4,92.2,4.7,Medium,Partially Meets,Not Ready
E00553,2023,4.3,94.2,4.0,Medium,Exceeds,Ready Now
E00553,2024,3.8,87.8,3.8,Medium,Exceeds,Not Ready
E00553,2025,4.1,90.9,4.3,Low,Partially Meets,Ready 1-2 Years
E00553,2026,4.3,76.9,4.2,High,Meets,Ready 1-2 Years
E00554,2024,4.5,95.6,4.3,Low,Partially Meets,Ready 1-2 Years
E00554,2025,3.6,94.4,3.6,Low,Outstanding,Ready Now
E00554,2026,3.8,78.4,3.8,Medium,Outstanding,Not Ready
E00555,2022,2.5,77.4,2.7,Medium,Meets,Ready Now
E00555,2023,2.2,79.3,2.5,Low,Exceeds,Ready Now
E00555,2024,2.3,73.8,2.5,Medium,Meets,Not Ready
E00555,2025,2.1,78.0,1.9,Medium,Meets,Ready 1-2 Years
E00556,2022,4.1,85.5,4.1,Medium,Meets,Ready 1-2 Years
E00556,2023,4.1,92.9,3.9,Medium,Meets,Ready 1-2 Years
E00556,2024,4.0,87.4,4.1,Medium,Outstanding,Ready Now
E00556,2025,3.8,77.4,3.5,High,Partially Meets,Ready 1-2 Years
E00556,2026,3.3,87.8,3.2,Low,Exceeds,Not Ready
E00558,2022,3.4,101.0,3.4,Low,Exceeds,Ready 1-2 Years
E00558,2023,4.0,104.7,4.0,Medium,Partially Meets,Not Ready
E00558,2024,3.2,86.8,3.6,Medium,Meets,Ready Now
E00558,2025,4.3,95.9,4.3,Low,Meets,Ready 1-2 Years
E00558,2026,3.7,78.9,3.9,High,Partially Meets,Ready 1-2 Years
E00559,2025,3.4,90.8,3.2,Medium,Meets,Ready Now
E00559,2026,3.1,99.1,2.3,High,Meets,Ready Now
E00560,2022,3.7,88.9,3.9,Low,Meets,Ready 1-2 Years
E00560,2023,4.8,99.8,4.5,Medium,Meets,Ready Now
E00560,2024,4.2,104.4,3.9,High,Meets,Ready 1-2 Years
E00560,2025,3.9,84.8,4.1,Medium,Meets,Not Ready
E00560,2026,3.3,96.3,3.5,Medium,Meets,Ready 1-2 Years
E00561,2024,3.0,99.2,2.9,Medium,Outstanding,Not Ready
E00561,2025,3.4,76.5,3.6,Medium,Meets,Not Ready
E00561,2026,3.6,81.2,3.2,High,Outstanding,Not Ready
E00562,2026,4.6,100.2,4.3,High,Outstanding,Not Ready
E00563,2026,3.7,87.8,3.9,High,Partially Meets,Not Ready
E00564,2022,2.4,73.0,2.2,Low,Outstanding,Not Ready
E00564,2023,2.3,80.0,1.9,Medium,Meets,Ready 1-2 Years
E00564,2024,2.6,65.9,2.7,High,Meets,Ready Now
E00564,2025,3.0,80.8,2.7,Medium,Meets,Not Ready
E00564,2026,2.3,77.9,2.1,Medium,Meets,Ready Now
E00565,2025,2.4,65.1,1.8,Medium,Meets,Ready Now
E00565,2026,2.5,87.6,2.6,Medium,Meets,Ready 1-2 Years
E00566,2022,3.7,82.3,4.2,Medium,Meets,Ready Now
E00566,2023,2.9,76.1,2.8,Medium,Partially Meets,Not Ready
E00566,2024,4.0,74.0,4.5,Medium,Meets,Not Ready
E00566,2025,3.3,74.3,3.6,Low,Meets,Ready Now
E00566,2026,3.7,76.4,4.1,Medium,Meets,Ready 1-2 Years
E00567,2022,3.2,75.3,3.3,High,Meets,Not Ready
E00567,2023,3.9,96.0,4.2,Medium,Meets,Not Ready
E00567,2024,3.9,93.6,3.6,Medium,Outstanding,Not Ready
E00568,2022,3.9,89.2,3.7,Medium,Meets,Not Ready
E00568,2023,3.7,99.0,3.4,Medium,Partially Meets,Ready Now
E00568,2024,4.0,89.7,3.9,Medium,Partially Meets,Ready Now
E00568,2025,4.2,82.3,4.8,Low,Exceeds,Ready 1-2 Years
E00568,2026,4.4,83.6,4.3,Low,Meets,Ready 1-2 Years
E00569,2025,3.4,90.1,3.1,Low,Partially Meets,Ready Now
E00569,2026,3.6,94.8,3.8,High,Meets,Not Ready
E00570,2022,2.8,84.6,2.4,Medium,Outstanding,Not Ready
E00570,2023,3.5,88.1,3.2,Medium,Exceeds,Ready 1-2 Years
E00570,2024,3.4,87.5,3.3,Medium,Partially Meets,Ready Now
E00570,2025,3.6,73.5,3.8,Medium,Meets,Ready Now
E00570,2026,3.7,78.0,3.5,Medium,Outstanding,Not Ready
E00571,2025,3.0,60.7,3.2,High,Partially Meets,Ready 1-2 Years
E00571,2026,3.4,85.5,3.4,Medium,Exceeds,Not Ready
E00572,2022,2.7,83.6,2.9,Low,Meets,Ready Now
E00572,2023,2.7,92.2,3.0,Low,Outstanding,Ready 1-2 Years
E00572,2024,1.9,86.8,2.0,Medium,Partially Meets,Not Ready
E00572,2025,2.8,77.7,2.8,Medium,Partially Meets,Ready 1-2 Years
E00572,2026,2.4,52.4,2.9,Medium,Meets,Ready 1-2 Years
E00573,2023,3.0,73.0,3.1,Medium,Meets,Ready Now
E00573,2024,3.3,101.4,2.7,Medium,Partially Meets,Ready Now
E00573,2025,3.4,103.6,3.5,High,Partially Meets,Ready 1-2 Years
E00573,2026,3.4,70.1,3.3,Medium,Exceeds,Not Ready
E00574,2024,2.2,75.8,2.2,Medium,Meets,Not Ready
E00574,2025,2.9,69.1,3.0,High,Outstanding,Not Ready
E00574,2026,3.3,81.9,3.4,Medium,Partially Meets,Ready 1-2 Years
E00575,2023,4.0,103.1,3.8,Medium,Meets,Not Ready
E00575,2024,3.6,110.3,3.2,Low,Meets,Not Ready
E00575,2025,3.7,81.7,4.1,Medium,Outstanding,Ready 1-2 Years
E00576,2022,2.3,78.5,2.0,Medium,Meets,Not Ready
E00576,2023,2.6,69.9,2.3,Medium,Meets,Ready Now
E00576,2024,2.7,78.8,2.4,Medium,Meets,Ready 1-2 Years
E00576,2025,2.7,85.1,2.5,Medium,Outstanding,Ready Now
E00576,2026,1.7,83.5,1.5,Medium,Outstanding,Ready Now
E00577,2022,3.1,72.6,3.3,Low,Meets,Ready 1-2 Years
E00577,2023,2.5,65.6,2.7,High,Exceeds,Ready 1-2 Years
E00577,2024,3.0,86.3,3.0,Medium,Exceeds,Ready Now
E00577,2025,3.6,94.2,3.3,High,Partially Meets,Ready Now
E00577,2026,2.9,85.9,3.0,High,Outstanding,Ready 1-2 Years
E00578,2023,2.8,86.1,3.3,Medium,Meets,Ready Now
E00578,2024,2.9,51.3,3.1,Medium,Meets,Ready 1-2 Years
E00578,2025,2.6,80.9,2.7,High,Partially Meets,Not Ready
E00578,2026,3.5,87.9,3.5,High,Meets,Ready 1-2 Years
E00579,2026,3.9,80.3,4.4,Medium,Outstanding,Ready Now
E00580,2022,3.7,77.4,3.8,Low,Outstanding,Ready Now
E00580,2023,4.0,92.2,4.1,Medium,Meets,Ready Now
E00580,2024,3.3,75.2,3.2,Medium,Meets,Ready 1-2 Years
E00580,2025,3.4,94.5,3.2,High,Partially Meets,Not Ready
E00580,2026,3.8,84.3,3.6,Medium,Exceeds,Not Ready
E00581,2023,4.2,99.4,4.3,High,Exceeds,Ready 1-2 Years
E00581,2024,3.6,95.7,3.4,High,Meets,Ready Now
E00581,2025,4.6,99.2,4.0,Medium,Exceeds,Ready 1-2 Years
E00581,2026,4.2,76.0,4.1,Medium,Partially Meets,Ready Now
E00582,2024,3.5,88.8,3.6,Medium,Partially Meets,Ready 1-2 Years
E00582,2025,2.6,85.7,2.5,Medium,Meets,Ready 1-2 Years
E00582,2026,3.1,94.8,3.2,Medium,Partially Meets,Not Ready
E00583,2023,3.1,73.8,3.4,High,Outstanding,Not Ready
E00583,2024,3.2,75.3,3.5,High,Partially Meets,Not Ready
E00583,2025,3.8,89.4,3.7,Medium,Partially Meets,Not Ready
E00583,2026,2.6,73.7,3.0,Medium,Outstanding,Ready Now
E00584,2022,3.6,95.4,3.7,High,Meets,Ready 1-2 Years
E00584,2023,3.3,79.3,3.1,Low,Outstanding,Ready 1-2 Years
